Run,Mean Position Error,Mean Angle Error
1,117.1830,2.3358
2,90.5055,2.5336
3,117.2075,2.3365
4,90.5369,2.5328
5,90.5191,2.5382
6,117.1841,2.3374
7,117.1810,2.3344
8,117.1810,2.3365
9,117.2147,2.3344
10,117.1976,2.3385

Average,109.1910,2.3958
