Run,Mean Position Error,Mean Angle Error
1,96.0363,4.0357
2,96.3597,4.1505
3,97.6415,4.1656
4,98.0550,4.1105
5,98.8096,4.1520
6,97.0944,4.0631
7,99.5723,3.9895
8,98.2855,4.0504
9,97.1000,4.1369
10,95.0873,4.0685

Average,97.4041,4.0923
