Run,Mean Position Error,Mean Angle Error
1,73.0445,3.2802
2,77.0158,3.5334
3,72.6600,3.4629
4,72.9657,3.2984
5,70.1420,3.3006
6,73.7615,3.3047
7,73.0661,3.3700
8,75.1133,3.2561
9,74.9190,3.5309
10,70.8346,3.5424

Average,73.3523,3.3880
