Run,Mean Position Error,Mean Angle Error
1,69.1994,3.3634
2,71.5241,3.2690
3,73.2850,3.2955
4,70.8301,3.4140
5,70.5853,3.3280
6,72.5649,3.2244
7,71.7088,3.2842
8,72.9034,3.3128
9,72.1943,3.2760
10,72.1579,3.3443

Average,71.6953,3.3112
