Run,Mean Position Error,Mean Angle Error
1,830.4061,91.5216
2,830.3941,91.5189
3,830.4059,91.5174
4,830.3871,91.5159
5,830.4204,91.5180
6,830.4215,91.5215
7,830.4111,91.5256
8,830.4103,91.5093
9,830.4174,91.5181
10,830.4470,91.5288

Average,830.4121,91.5195
