Algorithm,square1_pose_0,square1_pose_1,square1_pose_2,square1_pose_3,square1_pose_4,eight1_pose_0,eight1_pose_1,eight1_pose_2,eight1_pose_3,eight1_pose_4
mrpt,"75.0235, 3.5525","75.3219, 3.5165","75.3814, 3.5444","75.3231, 3.5372","75.3880, 3.5761","75.3185, 3.3200","73.2625, 3.4338","75.9544, 3.4149","72.9997, 3.3812","75.8097, 3.3642"
