Run,Mean Position Error,Mean Angle Error
1,73.7539,3.3012
2,73.1443,3.4977
3,72.9484,3.4322
4,72.7854,3.4093
5,74.4448,3.4820
6,74.0837,3.4061
7,71.9071,3.3414
8,71.1765,3.5224
9,73.0877,3.5381
10,74.3494,3.4015

Average,73.1681,3.4332
