Run,Mean Position Error,Mean Angle Error
1,67.8572,3.4461
2,73.5592,3.3081
3,72.7455,3.2433
4,71.4677,3.4202
5,77.0410,3.3097
6,74.0230,3.4288
7,73.7485,3.4135
8,70.2012,3.4645
9,74.1279,3.3320
10,75.2261,3.4460

Average,72.9997,3.3812
