Run,Mean Position Error,Mean Angle Error
1,91.2535,3.7830
2,64.6380,4.8418
3,64.6332,4.8385
4,64.6451,4.8448
5,64.6433,4.8432
6,91.2408,3.7774
7,91.2383,3.7836
8,64.6348,4.8417
9,91.2438,3.7806
10,91.2439,3.7853

Average,77.9415,4.3120
