time_stamp[s],x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm],num_particles,valid_pose
0.1917705535888672,4.229217767715454,6.361465901136398,0.043457292760076864,-106.9707129307001,76.77444652347617,0.03387728385469051,131.61843498330475,0.5488940779763819,1800.0,1
0.3001232147216797,4.231874831020832,6.363522261381149,0.043485594091996344,-69.56180257924427,-14.31499819561885,-0.02063353754802151,76.63620576477437,3.6737556290167643,1800.0,1
0.5000951290130615,4.232998471707106,6.362922489643097,0.043428741315325425,-105.51540290965212,66.80269180192768,-0.011673557332051407,125.29037201751022,3.1571291539641173,1800.0,1
0.6917657852172852,4.225871060043573,6.363585591316223,0.043511000277099324,-16.183872468591172,84.35295167943593,-0.00924044795708474,80.61574817448142,3.0224353470215863,1800.0,1
0.9000735282897949,4.2238677851855755,6.349995732307434,0.043504828340947516,-54.99995691853744,56.78197737003181,-0.004533109114340708,77.78718521996461,2.7523710727014326,1800.0,1
1.1000688076019287,4.231560975313187,6.357952952384949,0.04344574170014225,-29.48356107488162,23.24116319800541,-0.018561149374196943,37.70613004615239,3.552733159287051,1800.0,1
1.3000855445861816,4.227034281939268,6.355315446853638,0.04353977216979863,-41.53253927827324,65.85970666892075,-0.026094228640190075,75.06471306227259,3.9897343570229085,1800.0,1
1.5000462532043457,4.2282831855118275,6.354812532663345,0.043422880132544764,-109.59041979324216,17.13867946765291,-0.00846235904410492,114.32842574721907,2.972805223848861,1800.0,1
1.70003342628479,4.224361851811409,6.359316408634186,0.04347646371989196,-86.09428495530885,23.731890731791115,-0.020990867931959985,91.97425889716614,3.6937060201212626,1800.0,1
1.8999755382537842,4.226164426654577,6.364710628986359,0.04353190750416551,-26.321490753522557,60.18030810735271,-0.017008417787,61.881158432600095,3.468705129532901,1800.0,1
2.091698169708252,4.218829330056906,6.354760378599167,0.04349365841104735,-38.832293014055146,83.05506949005412,-0.02186608758530678,87.95644690914045,3.7448375956381716,1800.0,1
2.3000595569610596,4.217554349452257,6.353974342346191,0.04348939128866159,-77.67419067932423,71.50950449616865,-0.022168860908234493,104.64941955636354,3.761940741087711,1800.0,1
2.5000383853912354,4.2297812178730965,6.3468292355537415,0.043473941781479335,-70.98093865759567,74.20606912594565,-0.025592375618849302,101.29920445239433,3.9572084935497904,1800.0,1
2.700024366378784,4.215564578771591,6.364554166793823,0.04348570682417545,-38.01457703832362,7.049299828870536,-0.011455409647645033,42.23569269731053,3.147894095572002,1800.0,1
2.900080680847168,4.224743694067001,6.3544996082782745,0.04345296543973639,-72.22781978563991,19.400180799542273,-0.022555394409067956,77.557618970432,3.782000431917291,1800.0,1
3.09171199798584,4.2223259806633,6.357263773679733,0.04343200514553486,-54.36733505548736,43.11808907034746,-0.031487341881108154,69.16723687428288,4.292562388502638,1800.0,1
3.291729688644409,4.227646626532078,6.359729915857315,0.04349525527669221,-102.33902992379649,51.35368167372849,-0.021503505137586303,115.67589310557315,3.7241546453201653,1800.0,1
3.4918055534362793,4.236868117004633,6.360296159982681,0.04341296459533582,-94.50538267605394,84.38777479234346,-0.02738292417365802,125.85038543207881,4.056305633340973,1800.0,1
3.7000772953033447,4.224950447678566,6.357263773679733,0.04348765141977567,-51.6755778673301,49.08149713630143,-0.025691552306230908,70.35786510633223,3.9636764035758763,1800.0,1
3.9000699520111084,4.2236740700900555,6.358832120895386,0.04349151151357326,-79.53213603158353,30.80124030313286,-0.02058063406571912,87.2494529698308,3.671063526041248,1800.0,1
4.100026607513428,4.220238421112299,6.363093852996826,0.0434724743369273,-95.38525447036648,66.10745102622734,-0.0042693284271023094,116.14922482822247,2.7354038047249047,1800.0,1
4.300049543380737,4.225811921060085,6.355408579111099,0.04347281449513273,-73.19956006859702,79.97284367824535,-0.0020944718690604353,106.83732951694377,2.6108131925322944,1800.0,1
4.491724014282227,4.222778603434563,6.359919905662537,0.04351423763321754,2.941506121905879,34.760874433259374,-0.021902031412034693,28.429841315957887,3.7480761277852443,1800.0,1
4.700036525726318,4.2252931743860245,6.353314965963364,0.04348970951909161,-60.240678706251664,28.491765184483835,-0.01854029034276349,68.16137108797825,3.554057195281377,1800.0,1
4.90009617805481,1.7923321574926376,6.2789879739284515,0.044069981643922986,-51.74970897281694,-11.096868187243347,-0.016525217148935668,56.29094550399286,3.471849149587022,1800.0,1
5.091698408126831,41.15473851561546,7.6268017292022705,0.04619585116943581,-51.36709104109568,86.03790314725006,-0.015521557542043296,121.27897497139595,3.536147041651693,1800.0,1
5.300045967102051,71.47242873907089,6.595619022846222,0.053053841832171614,-37.95340033770251,43.790375920791455,0.008730290417379513,115.5744868465202,2.5395524290986957,1800.0,1
5.500072479248047,103.80235314369202,9.573521092534065,0.05063700883440923,53.94660551792263,12.391642592770866,0.008429808537222359,49.93533198161906,2.418294442092122,1800.0,1
5.700106143951416,134.4001740217209,10.563559830188751,0.05129879323441066,95.17654100749392,3.705681536545169,-0.00165030956827299,39.81863736399305,3.0337601195980914,1800.0,1
5.900060176849365,165.55951535701752,12.535378336906433,0.050424905478436394,85.8186051000399,9.092588111163831,-0.009154209415530506,79.81519637982373,3.4136318305493267,1800.0,1
6.10007119178772,196.96006178855896,13.909660279750824,0.05186534952270026,116.11585652686027,66.66281197671209,-0.018098489515510217,96.53331310153132,4.008632695422089,1800.0,1
6.30005955696106,229.21839356422424,15.637356787919998,0.051174224357037015,129.15364843726758,87.51542091958969,0.01508469430398754,123.20474552808109,2.067777756650281,1800.0,1
6.491711854934692,256.0765743255615,16.75301603972912,0.052668857272728825,211.80361656223843,24.505586488668957,0.0013958384180618008,44.94660318287429,2.9377275832671144,1800.0,1
6.700103759765625,294.211208820343,19.119489938020706,0.05052439830545232,202.87522347551925,39.0227164598657,-0.015675285326174525,93.47941294686085,3.7929624771934956,1800.0,1
6.900169372558594,326.50643587112427,20.337658002972603,0.05139631077197202,245.44040362558766,60.850827501269904,-0.011366332349134442,90.62570544184551,3.596034561925189,1800.0,1
7.100093364715576,358.79066586494446,21.312041208148003,0.04807967115419423,284.55825665715514,74.32608137143751,-0.021179909781763036,91.2191812681278,3.968281678475088,1800.0,1
7.300096035003662,393.51025223731995,24.057092145085335,0.050674897526058985,329.9453758528747,85.16368871394961,-0.007521574571542432,88.17317990182582,3.3344122337434183,1800.0,1
7.491786479949951,425.0786602497101,25.21681599318981,0.0518600119252358,368.0300083593257,32.46422287880683,-0.012224518493352215,57.50716119820165,3.671773125062836,1800.0,1
7.691733121871948,457.0017158985138,26.141533628106117,0.05142338267814279,377.0352542772234,13.192508407073957,0.015599075356670053,81.00809983208,2.052581613500003,1800.0,1
7.900116205215454,492.8973615169525,28.0052050948143,0.05157673333976743,419.94418940825403,39.21642602008221,-0.012756263623753997,73.80959826036548,3.6860092094377186,1800.0,1
8.100111484527588,526.909351348877,29.880842193961143,0.05320721745918705,465.7322367454309,21.529527988844915,-0.037778145883744924,61.744504210138,5.213077317014313,1800.0,1
8.300228834152222,562.8982186317444,31.68065845966339,0.052545678837420895,495.00446145873553,14.035497696763768,-0.015988557086243776,70.14922637788719,3.9267224705798567,1800.0,1
8.500194787979126,596.2141752243042,33.37005898356438,0.053013941102581466,542.8947054509777,60.101873015418,-0.006264809768669116,59.64524908441819,3.3964222397301103,1800.0,1
8.691818714141846,629.1887760162354,35.75995936989784,0.05406944893495661,529.1080044714614,42.98049228579746,-0.014776645043665671,100.34090356672509,3.9445906209360864,1800.0,1
8.900161266326904,663.6205911636353,36.62975877523422,0.044059240718399756,579.6914987770789,94.44062726613134,-0.010794037453342715,101.91265409409625,3.1428613316979277,1800.0,1
9.091870069503784,697.228193283081,37.31771931052208,0.04342231058834491,650.102894844329,84.94270654430365,-0.020037718358447146,66.99950120679489,3.63599182642922,1800.0,1
9.29184889793396,732.0778965950012,37.95890510082245,0.04127185496485151,659.5602895315184,52.951309811412926,-0.025489211451057876,74.05116834473196,3.825127341424189,1800.0,1
9.5001859664917,767.7464485168457,38.800839334726334,0.040103460914492954,724.1292685772454,28.55408325228547,-0.024324623388028023,44.80462471772875,3.6914573126475223,1800.0,1
9.700213432312012,802.4036288261414,40.23313522338867,0.04096013952195912,753.9266232005722,51.04255991427662,-0.02822304604418682,49.667532016091194,3.9639045462105584,1800.0,1
9.900154829025269,802.168607711792,40.34100100398064,0.10200047247156366,747.9801985215071,81.89040483145395,0.026299923804052282,68.28423426379041,4.337321945473089,1800.0,1
10.100153684616089,805.9066534042358,40.66896438598633,0.17157105931080224,764.9091121908817,13.671563726731444,0.10254878526310411,49.08826772149334,3.9546849953284555,1800.0,1
10.300150156021118,808.5203766822815,41.46110266447067,0.24340194292626025,735.2876079365055,100.88683281768706,0.1857819236631507,94.31042266056913,3.301383919238681,1800.0,1
10.691816329956055,813.3323788642883,42.908959090709686,0.39083814555709206,731.2209657288623,38.961323981772544,0.3393697889198658,82.2062527430239,2.948919613787204,1800.0,1
10.900096416473389,815.9253001213074,44.03643310070038,0.4666871624478641,770.5727743906156,51.80058214571342,0.3935496854639582,46.01232009523362,4.190468755413008,1800.0,1
11.10010051727295,817.4005746841431,45.361049473285675,0.5425461777427447,782.412539693901,89.16976518301828,0.46432498474919665,56.06573075074095,4.4817442270085905,1800.0,1
11.30012822151184,818.6595439910889,46.921469271183014,0.6222988213769041,793.0602521299741,65.29445872070718,0.5438698068318524,31.510164790157244,4.493651524801608,1800.0,1
11.500126838684082,820.4755187034607,48.27157035470009,0.702775479976006,741.2705854025706,85.8672817625355,0.6234960054136996,87.67473396286805,4.542379294434922,1800.0,1
11.69185471534729,822.1052885055542,49.75167289376259,0.777052577372053,719.9109352355483,86.14078531751844,0.7186364621695569,108.47973701693557,3.3469968566530337,1800.0,1
11.900124311447144,822.843611240387,51.156867295503616,0.8593276687972105,769.6716455519154,81.54770980389168,0.8047202517622365,61.2442751899771,3.128774526214804,1800.0,1
12.091910362243652,823.4854340553284,52.70656198263168,0.9349436058470654,790.8074373008732,119.3618012062136,0.8980817214636065,74.23457676741424,2.1120304000713896,1800.0,1
12.300153017044067,824.2189288139343,54.49341982603073,1.0243630444896104,743.6857622018383,107.02127830056908,0.9726185711792924,96.14971055854899,2.9647399338085503,1800.0,1
12.491856575012207,824.993371963501,56.12383782863617,1.1047948814200599,764.3121989362007,106.90755710357794,1.0540962549431085,79.12768733739944,2.9048173242395214,1800.0,1
12.700177669525146,824.5005011558533,55.52816390991211,1.1879302551316584,781.0604385896931,94.21530910377601,1.1316179015165153,58.16987398132312,3.2264601965959625,1800.0,1
12.900125503540039,841.2818312644958,94.89849209785461,1.2058044841294673,798.4177131314594,137.7087489898788,1.1524942582496716,60.58094352586469,3.0544509478013913,1800.0,1
13.100238561630249,852.1979451179504,124.49667602777481,1.2207966739756742,815.7134237224925,139.40094437683243,1.160844720763048,39.41138815718559,3.434993892649261,1800.0,1
13.30020785331726,865.0885224342346,155.2673727273941,1.231934255433717,825.0720492698662,165.22699068623783,1.1601272912564156,41.237266087857265,4.11423598700646,1800.0,1
13.500199794769287,875.0886917114258,187.43260204792023,1.2420239004909293,803.7220112822665,195.48883071595125,1.1896766069085725,71.81995471893134,2.9992789912013045,1800.0,1
13.691833019256592,885.4166269302368,218.7977284193039,1.2541338913099558,861.4363465553187,255.55776465760488,1.1973063668218884,43.89025075231271,3.255977313342595,1800.0,1
13.891799449920654,897.5532054901123,254.75701689720154,1.2675845997889978,862.9224728531311,265.70305969143544,1.221642417668166,36.31946442098607,2.6322931371450573,1800.0,1
14.091816425323486,907.3301553726196,285.53682565689087,1.2769600036214668,811.9633785561514,315.5244457157013,1.203471547959362,99.97039300289678,4.210578352372877,1800.0,1
14.291839838027954,916.0235524177551,318.64839792251587,1.2848227737458995,828.5437667390025,390.46873925932056,1.2425150672575698,113.18513299959329,2.4240530226595416,1800.0,1
14.491800785064697,925.3798723220825,351.7405688762665,1.3024434579499728,910.2356176345943,421.6312298492508,1.2552036329705372,71.51260686955933,2.706642596258346,1800.0,1
14.691868543624878,937.4428987503052,383.63975286483765,1.3099880096325112,903.9781122134326,457.6150541466054,1.2735016004004094,81.1925928745151,2.090517258586595,1800.0,1
14.900219917297363,943.804681301117,421.2254285812378,1.3272258308167602,905.7858481698662,466.28620928960305,1.2616976773675603,58.956811571770665,3.754486631924778,1800.0,1
15.100241899490356,950.8965611457825,450.21864771842957,1.3440710930417876,879.1475810649695,457.64736652074197,1.2814696994902393,72.13253084205995,3.5867956421412086,1800.0,1
15.300216913223267,959.4254493713379,484.38316583633423,1.3522235613174616,923.9140200760768,477.9172065163899,1.2910085868015746,36.09529388326827,3.5073596827612135,1800.0,1
15.500192403793335,967.704176902771,519.9293494224548,1.361898845998174,897.5771758828605,542.2747720145745,1.3275071103186589,73.60104743050157,1.9705013045657067,1800.0,1
15.700170278549194,976.3539433479309,556.1605095863342,1.3734475832184332,915.1195180594992,539.26177747503,1.2996863758675885,63.52339716493557,4.226205872992744,1800.0,1
15.90016508102417,982.0426106452942,588.2031917572021,1.3829131251811453,937.0731694451497,602.0836770148879,1.3608967782461279,47.062920785285804,1.2614437596722836,1800.0,1
16.091888189315796,988.3134961128235,620.7010746002197,1.3894204177035092,952.9024776905251,619.7210242520566,1.3069612226726768,35.42457797051776,4.724563857312829,1800.0,1
16.300178289413452,995.844841003418,657.1452021598816,1.4069729739700172,937.5857921937139,686.6980822016765,1.3380361673970247,65.32602457655139,3.9497880697421826,1800.0,1
16.500181436538696,1000.7408857345581,691.6185617446899,1.4103946165025267,950.4198850721449,669.3234074958123,1.3284047549653686,55.0388681810213,4.697673028941162,1800.0,1
16.691787719726562,1007.0104598999023,727.3601293563843,1.4200326787166933,954.1815559302025,724.3885103220937,1.3596999080155932,52.91241455768884,3.4568131275035845,1800.0,1
16.89175820350647,1013.2442712783813,763.0781531333923,1.4266662197692195,952.3345047002973,751.3960755501292,1.3696563345557837,62.01992100332006,3.266425813255147,1800.0,1
17.09190535545349,1018.4078216552734,797.5563406944275,1.4366539158523837,975.955944870371,822.3374275712588,1.4019734087969788,49.15550945069736,1.9870466856483704,1800.0,1
17.291787147521973,1023.5679149627686,834.460437297821,1.4441314415059134,979.1532923201929,848.8136234906491,1.3851339895199106,46.67625368823404,3.380305000823678,1800.0,1
17.500118255615234,1027.744174003601,868.1257367134094,1.4543655242680698,935.956801627405,944.0925629325551,1.4324350410105289,119.14646622345275,1.2565241333394055,1800.0,1
17.69185185432434,1031.3414335250854,902.4012684822083,1.4606774983903787,990.0630019154539,935.3029686190245,1.4154531442116662,52.7866535029831,2.5911646256450553,1800.0,1
17.891968965530396,1032.1310758590698,906.3557386398315,1.5334950481370047,980.7983396450338,934.1810023985779,1.451489293955614,58.38916946201245,4.698583610380982,1800.0,1
18.09198760986328,1032.8134298324585,910.9885692596436,1.616072414246622,945.6801617605278,985.0626632769201,1.571698887957624,114.36423308611515,2.5424157784724004,1800.0,1
18.300223350524902,1033.4117412567139,914.8273468017578,1.7105362524638583,939.8342939205752,959.8860304845623,1.6218100755594893,103.86059707692247,5.0836354689514645,1800.0,1
18.491947174072266,1032.6167345046997,918.4858202934265,1.79163759658642,993.2583682466644,938.5642857324184,1.702592819669928,44.183999014195656,5.101889904998924,1800.0,1
18.691970825195312,1031.2567949295044,921.0439920425415,1.8654934713808784,966.4251958200862,941.2094471102002,1.8079249269425972,67.89537407784186,3.2984346290248405,1800.0,1
18.891995191574097,1029.6059846878052,924.7864484786987,1.9563952268893179,964.9964976489588,921.7294036210225,1.8806738591444614,64.68176975535461,4.338514790738322,1800.0,1
19.092003107070923,1028.070569038391,928.5445213317871,2.0436012669452563,962.8225461576588,978.9629449181637,1.9917369444064912,82.45800098704704,2.9716067887764748,1800.0,1
19.291945457458496,1024.6785879135132,936.0835552215576,2.122619665647256,964.304271800259,988.2034719764903,2.051834480145658,79.75928641032499,4.055692381292189,1800.0,1
19.492043256759644,1022.339940071106,937.8176927566528,2.2141921589763793,965.3572613550916,981.5801226987761,2.133265712616881,71.84828423902523,4.63674382739111,1800.0,1
19.700292348861694,1019.9763774871826,938.5694265365601,2.3071319132628467,911.0729263647147,939.0849097977998,2.2396392975952426,108.90467110907767,3.867042026052251,1800.0,1
19.900291442871094,1017.7192687988281,940.2809143066406,2.398464748206881,936.2778302589027,940.0917919203387,2.3107898946329195,81.44165812856131,5.023399079215478,1800.0,1
20.09201192855835,1015.6878232955933,941.6860938072205,2.4808903353988736,935.8400398643315,962.061269792206,2.4127998791470624,82.4064094309709,3.9012957683489526,1800.0,1
20.291953563690186,1013.3715867996216,943.0180191993713,2.573857008464525,989.2591641445134,964.8470830505289,2.504395466674881,32.525635349928024,3.9798531830181854,1800.0,1
20.49196171760559,1011.6090774536133,943.4970617294312,2.6664725206530937,943.2033878303189,1006.446159456788,2.612936054291846,92.96196683336045,3.0674135725435945,1800.0,1
20.691974401474,1009.5925331115723,943.7114596366882,2.7557652939628414,973.6714202366608,962.9375037786824,2.6804062001001405,40.742694112221415,4.317758026262985,1800.0,1
20.89195489883423,972.4588990211487,960.077702999115,2.77992109967859,864.1748730535385,989.7240363488334,2.7460637866401716,112.26903117439245,1.9398811427546359,1800.0,1
21.10039734840393,941.3685202598572,971.8051552772522,2.8034555679748965,887.2649315800348,989.3643373617354,2.7498797752255046,56.88165946516886,3.0696668086077494,1800.0,1
21.300262689590454,911.5000367164612,983.7101697921753,2.8236720306209087,857.8493506781392,1027.3575517081747,2.776852598844184,69.16277944460957,2.682555840007022,1800.0,1
21.50030755996704,878.8635730743408,995.7714080810547,2.8429669545213248,814.2244666248127,1031.8036904076225,2.7792212535074756,74.0036448579049,3.6523596301963672,1800.0,1
21.691958904266357,847.6477265357971,1005.7423114776611,2.862837704115473,816.1456910121375,1015.0066822379224,2.8036168254663685,32.83605956441024,3.3931064056500913,1800.0,1
22.092058181762695,778.6613702774048,1025.7041454315186,2.9025809633689263,735.397651315418,1070.9358207286757,2.8503870418781485,62.59116414166805,2.990491417658736,1800.0,1
22.292069911956787,741.5940165519714,1035.1310968399048,2.916814422838901,709.920703856889,1067.9516524877174,2.848662735892668,45.61126626297101,3.9048040287159558,1800.0,1
22.492027521133423,706.2951922416687,1041.7571067810059,2.9296517716625035,655.8904596003156,1045.652056292908,2.865202254294127,50.55499682866724,3.6926853368630606,1800.0,1
22.700315952301025,671.9747185707092,1044.0974235534668,2.945326563984589,595.2792076125883,1090.121943128494,2.884059118301601,89.4452782612884,3.510366059182217,1800.0,1
22.90035629272461,639.066755771637,1056.3397407531738,2.969371408264928,609.3421170263288,1070.5130155933723,2.901281245420092,32.93077387846937,3.9012789573675963,1800.0,1
23.292060136795044,568.8475370407104,1066.9293403625488,2.9972178681534567,539.7748284433525,1035.3246163665185,2.9385609856803105,42.942763814781955,3.3607918051061656,1800.0,1
23.70035409927368,496.36778235435486,1077.221393585205,3.0313866113751056,479.87266272183444,1102.2502266859897,2.958996523378288,29.975514308816972,4.1476465207982995,1800.0,1
23.89198327064514,459.650456905365,1081.554651260376,3.043112745360562,418.4100534338505,1129.01490718918,2.9816809656299648,62.87485006996732,3.5197817065405377,1800.0,1
24.100385189056396,422.2933053970337,1084.9539041519165,3.0564086791418195,311.5456814866592,1115.0801332362344,3.015574861166145,114.77206054016175,2.3396054314115795,1800.0,1
24.292011499404907,387.63150572776794,1088.1876945495605,3.0637890573484903,374.1047454283863,1140.4190950970265,3.0083521007704004,53.954540562836314,3.1763036409745573,1800.0,1
