Run,Mean Position Error,Mean Angle Error
1,75.3963,3.5392
2,71.4786,3.3588
3,76.4200,3.6992
4,70.7086,3.4596
5,77.6457,3.7595
6,68.9444,3.5678
7,78.0571,3.5397
8,67.9724,3.6227
9,74.6665,3.7418
10,72.5456,3.5397

Average,73.3835,3.5828
