Run,Mean Position Error,Mean Angle Error
1,110.4324,4.0755
2,110.4249,4.0733
3,110.4685,4.0818
4,110.4370,4.0748
5,110.4525,4.0752
6,110.4567,4.0788
7,110.4357,4.0786
8,110.4196,4.0753
9,110.4322,4.0735
10,110.4293,4.0721

Average,110.4389,4.0759
