Run,Mean Position Error,Mean Angle Error
1,2820.3771,2.1235
2,2820.3851,2.1238
3,2820.3624,2.1258
4,2820.3682,2.1229
5,2820.3968,2.1253
6,2820.3744,2.1242
7,2820.3654,2.1226
8,2820.3443,2.1247
9,2820.3686,2.1234
10,2820.3770,2.1237

Average,2820.3719,2.1240
