Algorithm,square2,eight22,square22,eight2,square2_pose_0,square2_pose_1,eight22_pose_0,eight22_pose_1
mrpt,"85.5921, 3.8741","98.9984, 4.0207","163.4863, 7.2676","172.0542, 10.1577","84.9578, 3.8142","86.5097, 3.7855","97.1801, 3.9959","98.7077, 3.9999"
