Run,Mean Position Error,Mean Angle Error
1,3379.5898,65.6064
2,3485.0195,78.9346
3,2150.1852,64.1526
4,3363.9695,65.5612
5,1870.6656,15.2296
6,3408.6231,70.3253
7,2515.6007,64.5532
8,3064.0720,74.2476
9,3054.3603,73.5018
10,2320.4886,25.5281

Average,2861.2574,59.7641
