Run,Mean Position Error,Mean Angle Error
1,40.4100,3.4484
2,40.4136,3.4507
3,53.8647,3.0334
4,40.4100,3.4484
5,40.4136,3.4507
6,40.4167,3.4471
7,40.4274,3.4406
8,40.4186,3.4451
9,53.8637,3.0337
10,40.4090,3.4512

Average,43.1047,3.3649
