Run,Mean Position Error,Mean Angle Error
1,786.4459,68.6931
2,786.4605,68.6916
3,786.4489,68.6938
4,786.4385,68.6904
5,786.4311,68.6918
6,786.4304,68.6912
7,786.4214,68.6924
8,786.4513,68.6931
9,786.4284,68.6902
10,786.4420,68.6895

Average,786.4399,68.6917
