Run,Mean Position Error,Mean Angle Error
1,73.7496,3.6274
2,75.6356,3.6812
3,70.7437,3.7368
4,70.9106,3.7663
5,71.4427,3.7326
6,73.6328,3.5985
7,71.5065,3.7122
8,72.6590,3.6858
9,73.5002,3.7322
10,71.4707,3.7855

Average,72.5251,3.7059
