Run,Mean Position Error,Mean Angle Error
1,95.1397,3.9758
2,83.1165,3.6629
3,86.2083,3.7245
4,87.6092,3.8474
5,84.9711,3.7896
6,87.5445,3.7127
7,85.9816,3.6916
8,83.5374,3.8574
9,85.9570,3.7656
10,85.0314,3.8270

Average,86.5097,3.7855
