Run,Mean Position Error,Mean Angle Error
1,164.6304,5.8469
2,162.2800,5.1338
3,161.0612,5.2733
4,163.7387,6.1359
5,165.2097,6.0577
6,160.1399,4.6712
7,160.3926,6.6287
8,161.6535,5.3177
9,164.7818,6.3844
10,160.6337,4.9781

Average,162.4522,5.6428
