Run,Mean Position Error,Mean Angle Error
1,186.5552,13.3779
2,177.4374,12.4073
3,186.2358,13.7324
4,129.8538,3.7947
5,184.3520,12.3491
6,143.3826,6.6461
7,188.7608,14.5186
8,135.2728,4.1407
9,138.5478,3.8480
10,134.9875,3.8717

Average,160.5386,8.8687
