Run,Mean Position Error,Mean Angle Error
1,100.0860,4.4846
2,101.1927,4.1417
3,97.8802,3.9187
4,98.7245,3.8996
5,95.3701,3.8790
6,97.9920,3.9933
7,96.8529,3.9772
8,100.8466,3.7945
9,101.6541,4.0252
10,96.4775,3.8856

Average,98.7077,3.9999
