Run,Mean Position Error,Mean Angle Error
1,79.5851,3.4671
2,74.9330,3.5797
3,75.1501,3.2472
4,79.9818,3.4614
5,75.5912,3.4286
6,74.6502,3.5145
7,76.4437,3.2502
8,72.7503,3.3270
9,75.5144,3.5614
10,74.9446,3.3121

Average,75.9544,3.4149
