Run,Mean Position Error,Mean Angle Error
1,56.3552,3.7730
2,64.4136,3.6072
3,64.4111,3.6095
4,56.3671,3.7741
5,56.3759,3.7704
6,56.3559,3.7680
7,56.3681,3.7730
8,64.4144,3.6049
9,56.3555,3.7707
10,56.3859,3.7737

Average,58.7803,3.7225
