Run,Mean Position Error,Mean Angle Error
1,72.3408,3.6355
2,72.4320,3.5522
3,76.0857,3.5484
4,74.8112,3.4105
5,69.4617,3.6692
6,74.5932,3.4792
7,75.1165,3.6225
8,74.0045,3.5115
9,73.9105,3.6587
10,72.6391,3.5970

Average,73.5395,3.5685
