Run,Mean Position Error,Mean Angle Error
1,3395.4695,6.1737
2,3395.4714,6.1831
3,3395.4970,6.1791
4,3395.4666,6.1809
5,3395.4604,6.1811
6,3395.4831,6.1815
7,3395.4429,6.1792
8,3395.4621,6.1819
9,3395.4554,6.1820
10,3395.4484,6.1799

Average,3395.4657,6.1803
