Run,Mean Position Error,Mean Angle Error
1,532.4030,36.8883
2,532.3930,36.8852
3,532.4034,36.8889
4,532.4203,36.8867
5,532.4265,36.8884
6,532.3969,36.8875
7,532.3881,36.8885
8,532.4151,36.8893
9,532.3886,36.8893
10,532.4151,36.8912

Average,532.4050,36.8883
