Run,Mean Position Error,Mean Angle Error
1,71.3429,3.5037
2,73.8215,3.6696
3,74.4575,3.4040
4,71.8842,3.6520
5,68.8934,3.5707
6,69.9493,3.5333
7,69.5775,3.7779
8,72.3595,3.3207
9,70.7739,3.5566
10,74.9100,3.5095

Average,71.7970,3.5498
