Run,Mean Position Error,Mean Angle Error
1,74.0929,3.6061
2,74.4588,3.7513
3,74.3330,3.7096
4,71.0596,3.6304
5,73.6568,3.6490
6,71.9319,3.7243
7,73.5034,3.7567
8,72.0741,3.6587
9,72.0661,3.6978
10,72.2139,3.6150

Average,72.9390,3.6799
