Run,Mean Position Error,Mean Angle Error
1,117.1070,5.8521
2,117.0874,5.8558
3,117.0954,5.8525
4,117.0778,5.8585
5,117.1165,5.8532
6,117.0992,5.8535
7,117.1050,5.8557
8,117.1092,5.8558
9,117.0935,5.8551
10,117.1045,5.8518

Average,117.0996,5.8544
