Run,Mean Position Error,Mean Angle Error
1,90.3670,5.1957
2,90.3459,5.1979
3,90.3433,5.1993
4,90.3512,5.1922
5,90.3427,5.1967
6,90.3650,5.1987
7,90.3069,5.2003
8,90.3554,5.1982
9,90.3613,5.1985
10,90.3575,5.1820

Average,90.3496,5.1960
