Run,Mean Position Error,Mean Angle Error
1,97.9781,3.9021
2,101.5051,3.9348
3,96.9821,3.9398
4,97.4943,3.8966
5,95.9032,3.8250
6,99.6383,4.1511
7,98.4469,3.9636
8,98.7055,4.1127
9,95.9248,3.9753
10,94.8818,4.0522

Average,97.7460,3.9753
