Run,Mean Position Error,Mean Angle Error
1,2410.5044,3.9001
2,2410.4800,3.9009
3,2410.5050,3.8961
4,2410.5107,3.8912
5,2410.5239,3.8906
6,2410.5082,3.8975
7,2410.4708,3.8980
8,2410.4805,3.8964
9,2410.5091,3.8934
10,2410.5222,3.9102

Average,2410.5015,3.8974
