Run,Mean Position Error,Mean Angle Error
1,87.2102,3.6773
2,84.0730,3.6489
3,86.3263,3.8735
4,86.5007,3.8997
5,86.9483,3.8290
6,85.0280,3.6862
7,86.6044,3.7901
8,85.7591,3.8537
9,83.9474,3.6558
10,87.2178,3.8708

Average,85.9615,3.7785
