Run,Mean Position Error,Mean Angle Error
1,2898.6741,66.0035
2,2864.3800,60.2782
3,2924.9446,61.7159
4,2887.7222,65.9077
5,2865.3267,59.6731
6,1967.3077,50.9577
7,2909.7068,61.8013
8,2894.7749,64.3559
9,2880.2175,67.9048
10,2925.7010,52.8315

Average,2801.8756,61.1430
