Run,Mean Position Error,Mean Angle Error
1,559.7793,19.0610
2,584.7198,5.8907
3,559.7848,19.0654
4,559.7974,19.0630
5,584.7285,5.8847
6,559.7854,19.0660
7,559.7785,19.0678
8,584.7206,5.8834
9,559.7830,19.0651
10,584.7267,5.8925

Average,569.7604,13.7940
