Run,Mean Position Error,Mean Angle Error
1,71.5313,3.7306
2,73.1321,3.6505
3,70.4614,3.6636
4,75.9673,3.6408
5,71.3994,3.6972
6,72.2596,3.6922
7,73.4885,3.6504
8,70.3484,3.7128
9,70.6434,3.7553
10,71.3085,3.6551

Average,72.0540,3.6848
