Run,Mean Position Error,Mean Angle Error
1,701.7068,8.8724
2,701.6905,8.8687
3,701.6830,8.8732
4,701.6956,8.8740
5,701.6777,8.8743
6,701.6923,8.8686
7,701.6714,8.8682
8,701.6925,8.8611
9,701.6808,8.8667
10,701.6762,8.8675

Average,701.6867,8.8695
