x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad]
113.91866207122803,1085.0825607776642,0.34645866562442573,392.8605274814414,1046.9322364865977,0.605567367230595
130.74219226837158,1091.94877743721,0.3264972023804451,398.48321783114574,1049.5703282982786,0.6057261557115843
146.18420600891113,1097.0490276813507,0.30401505514226757,381.99968998143004,1066.4398823049364,0.6375859544519686
161.71801090240479,1100.2422869205475,0.27572038268041354,373.63209703661585,1098.6582368229801,0.716051045287772
177.01101303100586,1106.720894575119,0.23395344072727564,367.38427735542405,1089.849129296747,0.6471827189925592
192.24417209625244,1111.128956079483,0.19598909656486962,400.0382882557775,1074.6060132940822,0.6700204450750777
208.7315320968628,1116.3588464260101,0.15031626056640457,393.9224974157583,1076.185432994683,0.7371428801333564
225.05712509155273,1117.904931306839,0.10290265243537844,390.5095930604519,1103.7524659471449,0.6217870501515242
241.42706394195557,1120.7318603992462,0.04926859975137998,404.4976312992549,1147.2921905367077,0.4994496831209389
256.746768951416,1122.0687925815582,-0.007571229201325025,425.8456950817847,1143.5915247510623,0.3537224201675339
271.61383628845215,1122.0705211162567,-0.06872220403676144,444.45005114664764,1144.4060765085098,0.3851449220154743
286.87429428100586,1121.9524443149567,-0.1346659910913406,464.66202514773715,1118.1619533894832,0.23190768246192908
301.71477794647217,1120.6463277339935,-0.20475895593398508,497.7520004143005,1052.6542508386642,0.09054763087639749
315.0695562362671,1117.9929673671722,-0.27062393466372603,513.5497347186363,1054.3519804531713,0.026399403865441918
332.6435089111328,1113.3731305599213,-0.35715182866333506,517.4318260632828,1080.5758099662164,-0.036137838588977275
343.1253433227539,1110.3244721889496,-0.42324535512231853,543.0243185626265,1080.8989592702646,-0.09242430194502249
353.42633724212646,1106.2458455562592,-0.511090823292184,553.000235005802,1072.2833369884436,-0.16185491924763368
361.2396717071533,1103.1562983989716,-0.5967921007697119,565.6822763015047,1075.7426992995047,-0.3518504996348389
376.61266326904297,1095.7219302654266,-0.6845259099054087,618.2126684432491,1057.776558114671,-0.45529265632631294
387.74216175079346,1085.6070816516876,-0.7582730240541175,669.5125933044777,1052.9671248387035,-0.5319839896008616
398.23460578918457,1076.9214928150177,-0.8477259813023322,655.3892697309133,1039.6718049384576,-0.6132705418894777
408.31267833709717,1066.6818916797638,-0.9371299175081454,657.0954190073645,1056.4291669351887,-0.7163172569203872
418.0189371109009,1055.8176338672638,-1.0212763136046212,669.3217747449152,1077.9143817262232,-0.8040630940974909
424.86560344696045,1042.0627892017365,-1.1025026512268554,655.1945557358781,1014.208875594192,-0.9054273380528028
432.0492744445801,1028.324156999588,-1.1933065033486527,708.9549905793183,981.4716406438273,-0.9915078457506652
436.9320869445801,1016.2138640880585,-1.2744548180617774,717.0677082507766,992.1766692590892,-1.0946460903687083
441.64347648620605,1004.7166049480438,-1.3573600834948165,732.4606217168873,1022.1111859304075,-1.171280988639502
445.560097694397,989.4993603229523,-1.4479581058505846,804.7325311256417,993.5995025600931,-1.237948847292241
448.2271671295166,975.069135427475,-1.5306616780611406,778.0403179719707,985.1217900573797,-1.357461375620516
449.5885372161865,959.8524272441864,-1.612952297177523,825.2561193171317,963.3338046815356,-1.4431675338360255
449.21350479125977,943.6948895454407,-1.6904297534482176,869.1857727382188,901.7320427762713,-1.5058941178581569
450.8836269378662,939.8161470890045,-1.7609597826037868,863.7466075472094,856.8940065599407,-1.5738383071927127
447.90399074554443,924.1348803043365,-1.8429606965209575,822.961672459564,872.5030348770363,-1.7017354315896758
445.46258449554443,907.1047306060791,-1.9042074424303719,798.8276350257744,892.6043479662474,-1.7715076351791061
442.2498941421509,894.1004872322083,-1.971539835073294,803.0664814224954,879.4040696507278,-1.816962982074036
432.50977993011475,879.79856133461,-2.029461208209063,823.2899378168217,803.4987209505005,-1.8519209202911235
427.3945093154907,864.5334839820862,-2.0842872634783727,820.4337696918195,778.2038195500347,-1.936432255907572
419.84260082244873,850.9249091148376,-2.1404364695241194,844.1385137766988,752.1783801646249,-1.990860024092981
411.20707988739014,837.2245728969574,-2.193219724479838,822.457464942917,731.1764287324635,-2.051738652707688
401.78632736206055,822.8410184383392,-2.238394579036958,806.043441893684,712.7109748796444,-2.095063186147862
391.94202423095703,808.6448311805725,-2.277474890827373,795.2660146573666,699.9103339081868,-2.1443819976255445
382.02929496765137,795.3363060951233,-2.3158579785372497,779.6603968482367,682.0228686831741,-2.1739052706092474
372.3585605621338,782.3067009449005,-2.3575533678120117,780.5425492099106,639.8908935862328,-2.21318649002722
363.76941204071045,767.5353288650513,-2.387299482176573,767.3610959275657,633.3346837210519,-2.2499534554393152
348.6204147338867,755.7329535484314,-2.4004144408844854,779.3205067688091,620.9099497674908,-2.26238771031729
335.0048065185547,742.0347034931183,-2.416759882205641,746.5178817895704,630.2743106829521,-2.290706910006941
320.75512409210205,728.622704744339,-2.4268969482666343,748.211564417379,621.1600228468196,-2.293842646426686
306.5781593322754,715.7469391822815,-2.4314580554024245,764.802023390395,593.8609125740718,-2.29819908095045
292.0880317687988,702.7508467435837,-2.4323115521109777,774.9354380107039,574.6473200594525,-2.2960507769448575
277.80771255493164,689.5650029182434,-2.431085561315279,780.7680290724849,586.9970091688937,-2.2846220512051434
263.2110118865967,676.5132546424866,-2.4268219564391083,747.3484300611716,582.677471457821,-2.28241415994884
248.28743934631348,662.8190129995346,-2.4197207846598463,710.7626842335632,524.7552606645166,-2.280035109996267
233.95466804504395,649.3876427412033,-2.4094792877683973,686.739457066892,488.09857039237124,-2.2649651498214785
214.91587162017822,636.4930272102356,-2.3751339148173396,714.0764902524163,489.5673821119868,-2.2605667341505717
204.25784587860107,623.2692748308182,-2.3557190585789036,684.4084285234709,479.554599201568,-2.217675081061705
189.13519382476807,609.3573272228241,-2.32412117077407,651.2137961414776,436.79008789647025,-2.203283571566394
175.65453052520752,594.1210240125656,-2.293673275973206,635.9815351145203,439.48470940216566,-2.1743897409926545
162.80019283294678,578.039675951004,-2.256340491454299,619.8032420449384,449.4565534989422,-2.143450393175143
149.50037002563477,561.3592863082886,-2.210895932930482,588.3183676043401,428.11040769665095,-2.1145781723011807
136.4307403564453,542.9108440876007,-2.163642024691401,578.8119196830797,415.39859017525475,-2.067062479136044
124.53639507293701,524.5014727115631,-2.112787345583721,571.0320272487807,388.0813922499662,-2.0111010506866385
113.97862434387207,507.07999616861343,-2.0603737624310807,559.5657066231843,353.510660315937,-1.9432541310215414
104.4241189956665,483.55886340141296,-1.9987585072684382,558.6044438647692,329.2674688075171,-1.8855911698471803
95.79241275787354,462.5242850743234,-1.9376102171627658,556.3675235387407,349.240273769413,-1.8637536245443842
89.74623680114746,440.9127291291952,-1.8737228674702882,518.2455417524769,379.14440068200565,-1.8172284250488633
83.4416151046753,418.87011751532555,-1.807570222673062,515.9445586365977,333.6922930821865,-1.7142800113314955
78.94086837768555,396.3666781783104,-1.7364140857068597,512.7642146574594,252.44328255612115,-1.6509844260630089
75.69777965545654,373.0415925383568,-1.662807632879167,524.7769159744302,245.9015571054496,-1.575707241437814
74.72085952758789,349.179707467556,-1.5900488711892413,499.8936821942717,249.02263004155742,-1.5256314240371733
76.2782096862793,324.99317824840546,-1.5151189325214762,487.0373639901028,256.45738783841324,-1.4624993329066056
77.42440700531006,305.07101118564606,-1.4406619782830696,515.4435535591405,216.72874174772986,-1.3590188244801331
82.4044942855835,279.9610495567322,-1.3574441705388085,485.7570450609735,199.4333965053492,-1.291811078032925
89.26820755004883,254.381462931633,-1.285702803229396,444.3374589094272,181.50818956655507,-1.2021461217701246
91.7975902557373,238.37965726852417,-1.21744486700841,453.1295419671998,155.49723009723246,-1.1247543856915743
104.21884059906006,215.8529907464981,-1.1292543270565778,452.99323956128154,154.5530524901075,-1.053340233381214
114.80975151062012,192.96947121620178,-1.05881021463221,430.6881596139752,80.64443970506498,-0.9706516519682891
127.16984748840332,172.79329895973206,-0.9816576316574749,367.72498124795686,33.952684828919296,-0.9229213193036593
141.97325706481934,153.48783135414124,-0.9051631367237777,333.8629801887762,35.75748430653961,-0.8640374579306932
157.34875202178955,134.9124312400818,-0.8321371624667963,342.85770344081965,52.29235030619105,-0.7789848472525537
172.8581190109253,117.95493960380554,-0.7604968099247145,399.4756002389401,76.35694561723707,-0.6712859190707907
189.85116481781006,102.68226265907288,-0.6906023198929887,401.40060391444405,48.11607475723914,-0.6128900029219961
206.20667934417725,89.41793441772461,-0.6275896338827747,410.68156451339667,6.326527280882653,-0.5447113908092406
229.84075546264648,77.32495665550232,-0.5601461194171506,360.57334126232575,-13.259650703167491,-0.5043589617746901
249.6122121810913,64.88701701164246,-0.4985128773477301,392.5347978661033,-0.8950126891746031,-0.44352006372471425
269.3566083908081,55.02834916114807,-0.44132407922118433,379.2368915699206,0.13717656860252134,-0.39194659870668186
289.39497470855713,48.43252897262573,-0.39152530910206007,372.3936165995363,6.064209111544941,-0.33019455246527807
309.8464012145996,39.88271951675415,-0.3345658786418151,427.731623510088,11.318457182068698,-0.2651796655428155
331.3063383102417,32.803505659103394,-0.28361291803940203,453.9789502255043,6.662699264152651,-0.22982296062365062
351.14288330078125,27.799010276794434,-0.24660140878429093,483.1294983993882,-5.0513725206757965,-0.17753335504704315
369.69196796417236,22.746622562408447,-0.2135507720476686,491.304795306617,-10.41039401995978,-0.12894778350938957
390.44392108917236,20.317286252975464,-0.16948407487558903,469.66604074171653,-21.417174851798855,-0.09207811966914867
411.3888740539551,16.613930463790894,-0.14463870467717532,437.5686514704342,-19.48491047624245,-0.06911861445328989
429.6923875808716,14.517456293106079,-0.12457702131973902,411.723567130481,-11.378954035184691,-0.04467023637781903
451.70271396636963,12.16849684715271,-0.10137268911601138,419.86849090930014,-1.899736350244857,-0.028113465326544497
472.59509563446045,8.999943733215332,-0.08056616704545116,439.43544125441656,1.5265055398791898,0.016582990977965537
490.8888339996338,4.873335361480713,-0.06945631386175921,496.6639423043541,11.59512545222035,0.050768019284599925
497.90656566619873,7.0694684982299805,-0.07027495730937039,543.1297452652366,23.995620813261823,0.09454253166211414
494.89307403564453,4.710912704467773,-0.06337740392740998,524.5253781174033,20.419425123903007,0.12933228581528997
496.79839611053467,5.900353193283081,-0.06336309892829428,483.61106171424524,26.578635120861392,0.08988530017547193
496.5451955795288,5.7537853717803955,-0.0621327883415137,434.27870486823747,37.80900119995829,0.07796410715219709
495.9444999694824,5.4464638233184814,-0.062215829921469235,338.82847674666147,53.26819513514601,0.05611445536662304
496.47462368011475,5.871295928955078,-0.06342826860863626,281.20116846189467,66.95858234357092,0.03501015651941409
496.3315725326538,5.519837141036987,-0.06231026445051735,271.1765593363115,70.87374117158885,0.02999047823998244
496.16122245788574,5.659162998199463,-0.06295927801573864,220.3438592199748,69.05219801997045,0.014302966606613211
496.3574409484863,5.722552537918091,-0.0629303848658127,188.69016587804668,71.9626984298512,0.005882195053592453
496.11949920654297,5.630075931549072,-0.06284877908305608,142.26054304518178,72.65405333239038,-0.002925993521771484
496.26243114471436,5.6157708168029785,-0.0626571112432861,150.61185114690187,77.21724663415256,0.004432780132557939
496.21331691741943,5.745142698287964,-0.06305612128646154,149.19889768514085,71.89390734519505,-0.0015235260747414419
496.2507486343384,5.670696496963501,-0.0628111278198753,154.03399257309064,73.13011333533736,-0.0020434471925092836
496.18351459503174,5.6691765785217285,-0.06279267921043474,83.26834150454472,80.8965836344281,-0.0205262876882748
496.2235689163208,5.648106336593628,-0.06279371105835119,57.157046450333404,78.06515729440333,-0.039783714575269885
496.19805812835693,5.684524774551392,-0.0628924328328615,46.40419922071509,86.28931844751006,-0.04985972818586407
496.219277381897,5.677521228790283,-0.06281599262321502,90.52506488640006,88.45151827838977,-0.013917420458166399
496.1979389190674,5.679011344909668,-0.06288066195699749,66.00914537580972,96.42136141092784,-0.03735326891827153
496.2036609649658,5.655497312545776,-0.06279006883226557,44.6477838411602,93.78862487636245,-0.04828533302917297
