x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad]
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
-0.010609626770019531,0.006139278411865234,2.3902581660184552e-05,0.0,0.0,0.0
-0.0054836273193359375,0.0058710575103759766,3.9020184801730196e-05,0.0,0.0,0.0
-0.006318092346191406,0.01043081283569336,-7.118501740510652e-06,0.0,0.0,0.0
-0.0069141387939453125,0.006109476089477539,-1.3688284719037824e-05,0.0,0.0,0.0
0.000476837158203125,0.0040531158447265625,-2.53700221719555e-07,0.0,0.0,0.0
-0.00286102294921875,0.005900859832763672,1.6023827962285964e-06,0.0,0.0,0.0
0.0,-8.940696716308594e-05,-6.646530836662556e-05,0.0,0.0,0.0
-0.0045299530029296875,0.008821487426757812,-5.672564510761369e-05,0.0,0.0,0.0
-0.007271766662597656,0.008165836334228516,1.1428483876363416e-05,0.0,0.0,0.0
-0.0054836273193359375,0.002771615982055664,-4.691811901680332e-05,0.0,0.0,0.0
-0.0054836273193359375,0.003427267074584961,-4.5729607833777663e-05,0.0,0.0,0.0
-0.005125999450683594,0.006109476089477539,-2.5355504700286247e-05,0.0,0.0,0.0
-0.0002384185791015625,0.0006258487701416016,-6.837712921425876e-06,-1398.1594096338947,1230.63682940561,-1.4615958263098299
-0.0054836273193359375,0.003248453140258789,-3.445197452345283e-05,-1291.3999158920308,1176.3042364227927,-1.1044729161178037
-0.0002384185791015625,0.0073909759521484375,-5.05589487642677e-05,-1172.7394879532371,1163.9255752762824,-0.9675513242752475
-0.00011920928955078125,0.0029206275939941406,-4.532531331125078e-05,-909.6391690312219,964.064854903961,-0.4925137584682431
0.0022649765014648438,0.005662441253662109,-8.776372032204272e-05,-736.1802047178894,794.9965070722525,-0.27187295138714457
-0.0008344650268554688,0.00432133674621582,-7.823985662813726e-05,-495.4143879858861,519.7597685023586,-0.11033841297746383
-0.00011920928955078125,0.003993511199951172,-6.653089196539952e-05,-346.43982122981924,377.6014565393384,-0.03603408456506286
-0.000476837158203125,0.008225440979003906,-3.251207225551944e-05,-286.6333891752918,320.0282587390311,-0.013940369410707082
-0.0022649765014648438,0.006496906280517578,5.841397586303643e-05,-227.39871921994862,245.0048740095807,0.01048835239454359
-0.012278556823730469,0.003606081008911133,-2.267802175404121e-05,-189.32656689725476,192.8679643063725,0.02430318851554325
-0.0022649765014648438,0.005990266799926758,-2.5141091864355758e-05,-169.42482522010994,148.30504660448327,0.02741943817884336
-0.0019073486328125,0.0019669532775878906,7.186460831087871e-06,-141.51538090013935,116.62729448393797,0.03071235577170656
-0.0010728836059570312,0.0030994415283203125,-2.7660074509494592e-05,-157.91496630279065,121.73906967948079,0.030546391236799416
-0.0022649765014648438,0.005334615707397461,-4.134213843220991e-05,-156.0809643447062,88.89610049548423,0.018298904453360968
-0.0027418136596679688,0.004172325134277344,-2.4228794586411695e-05,-141.19461241960676,39.46413174022295,0.031015490847571547
-0.0054836273193359375,0.00762939453125,-3.9054753605549664e-05,-140.4184767724832,31.119142286799747,0.0422016783806244
-0.004887580871582031,0.011563301086425781,-6.059035738248397e-06,-107.24772740745136,-11.223168276180175,0.02692217879934931
-0.011563301086425781,0.005602836608886719,-4.982872402892191e-05,-97.76302506785747,-10.512140833380673,0.04784178796766418
-0.0064373016357421875,0.006377696990966797,-8.102551634747712e-06,-104.0189633249997,11.851682062496161,0.03912619182281512
-0.012516975402832031,0.012218952178955078,-2.5584239385478824e-05,-104.0189633249997,11.851682062496161,0.03912619182281512
-0.010251998901367188,0.005125999450683594,-2.4364075673855012e-05,-104.67039215877851,11.460276481635146,0.04404679362524736
-0.009775161743164062,0.006586313247680664,-1.525940834601336e-05,-110.21376116382694,-13.027647325406374,0.046028087218390565
-0.003933906555175781,0.009864568710327148,2.3597175595746478e-05,-97.88288302331543,-17.062244342044316,0.03282481632602018
-0.0029802322387695312,0.005990266799926758,-3.857555535824453e-05,-84.59399799011926,-24.445213535639358,0.04409948577066477
-0.003337860107421875,0.0065267086029052734,-3.0479685536599632e-05,-79.59150748450013,-29.41052276653428,0.05308011214266318
-0.010609626770019531,0.005930662155151367,-4.4678272202780533e-05,-79.59150748450013,-29.41052276653428,0.05308011214266318
-0.001430511474609375,0.005334615707397461,-5.796924997780728e-05,-77.01704124762377,-36.2184908464581,0.04660507102048858
-0.011682510375976562,0.0011324882507324219,-5.919916485419563e-05,-100.75769395942451,-28.60949720096032,0.03145516168364159
-0.0054836273193359375,0.0021457672119140625,2.7707015153310977e-05,-89.7594139587436,-26.71235296193419,0.04423950024279418
-0.007510185241699219,-0.0011622905731201172,1.1598341052243555e-05,-82.21245517593022,-35.86082561678369,0.047685588469529465
-0.05555152893066406,0.015497207641601562,-1.4143925433307558e-05,-65.18376837115225,-41.50180099489442,0.04312829036512271
12.041807174682617,1.491636037826538,0.005527039855239391,-64.6956459364503,-42.03455112872042,0.04664029724551777
35.92097759246826,1.609891653060913,0.018063277132004174,-56.067028613972575,-43.12136290326943,0.055249041076797074
50.176262855529785,2.986311912536621,0.0207401901308375,-36.41612452123525,-30.033935058480772,0.05903665681263956
65.36591053009033,3.470480442047119,0.04467681164127746,-43.8334892804179,-21.49765503321575,0.057555382670014914
75.65391063690186,3.939330577850342,0.06592031982016788,-54.77587374460731,-24.45380686732387,0.07605512954594564
96.3587760925293,4.9367547035217285,0.1062782284255861,-27.08263736078944,-26.59232188754063,0.10586328486544093
114.11869525909424,7.127523422241211,0.13197398206701094,-25.181234686317655,-27.454255321215143,0.13822219505057007
131.34288787841797,10.07571816444397,0.17258314316208834,-7.562057606356875,-28.206127875270134,0.16588616533638745
148.95319938659668,13.511985540390015,0.21466620439191653,2.1901106755199393,-25.182276425097587,0.20115077315250282
166.57137870788574,20.141273736953735,0.2557274976832087,19.44814006184181,-28.67922677069491,0.25357775013714134
186.6433620452881,25.135576725006104,0.31885522750730355,24.51383434569139,-29.724982876256103,0.29773958589880817
203.51004600524902,31.909257173538208,0.369727288410572,24.51383434569139,-29.724982876256103,0.29773958589880817
220.96097469329834,39.36690092086792,0.4320391195343154,10.685155477686227,-23.572180809546374,0.35767009711963293
238.41369152069092,47.73437976837158,0.4971789946537801,-17.111231114188037,-5.755254696636697,0.38939064673682894
254.97925281524658,57.84162878990173,0.5633262056470048,-41.92630613807398,26.887048260167774,0.4090025796956331
270.6596851348877,69.34389472007751,0.6315311704521016,-0.7568994839378863,24.256347903628455,0.557580077505066
285.66229343414307,81.6861093044281,0.7015448793261769,-0.7568994839378863,24.256347903628455,0.557580077505066
298.3553409576416,91.55583381652832,0.7730352574162294,32.43895509915798,34.80462187346568,0.6120092272139319
310.7583522796631,105.36691546440125,0.8663012753497936,100.10503357393407,41.4805582083912,0.7180591620126368
325.8908987045288,122.21494317054749,0.9511000184605773,378.72558078390387,27.205455122194362,0.8814852763438493
337.557315826416,139.44867253303528,1.0302589384229441,662.3703125769529,62.2483837280058,1.0430246281488713
346.8761444091797,156.00797533988953,1.1070777774436973,762.6155441215727,110.84385902577914,1.2274751935034531
355.3905487060547,174.99342560768127,1.1903336209026145,731.8571467892666,125.73512644561907,1.312210505074412
363.1390333175659,193.79249215126038,1.2784952861506689,730.9720161127184,134.46563118420445,1.3952512157572636
368.655800819397,213.35424482822418,1.3637924591693062,732.6285670758605,129.3471525639487,1.4672035937927252
369.4525957107544,235.73404550552368,1.444179922069221,765.3183504892332,108.64779836542473,1.5582215329213394
372.24137783050537,257.43086636066437,-4.755202576190378,785.5218548835978,122.74777592173824,1.6585849010600497
372.5697994232178,278.16152572631836,-4.670186791127285,787.3746136152898,159.20129621979711,1.7332044643623632
370.1739311218262,298.75126481056213,-4.588575821692125,738.3910532328155,157.6309111447735,1.807175248216698
367.0996427536011,319.26020979881287,-4.505382898586735,716.7028819236726,168.35490582516096,1.8907559955329747
362.2457981109619,339.1662761569023,-4.424213524091105,748.6247322746607,163.81675105244628,1.9786766162543619
355.85784912109375,358.63662511110306,-4.344965886763089,758.5292905733484,173.07231924114353,2.0589952751495098
347.5615978240967,377.49800831079483,-4.268417588122645,765.8466332826504,196.35074304276134,2.137243108291438
337.9005193710327,395.9769867360592,-4.193520289283834,789.0897543181396,203.4925468181908,2.22486790686395
326.68960094451904,413.4887307882309,-4.123287993648141,777.529284884138,206.76392899896177,2.2953260865177794
314.18347358703613,429.7355953603983,-4.05320550776036,790.4136674822118,242.94859331187084,2.3697623013674844
301.2009859085083,445.67203335464,-3.9833815290357166,827.208465848494,242.13097349211085,2.456252291939639
285.9121561050415,463.82969059050083,-3.9168545130816628,800.6568471371615,231.06675485319212,2.522117179554252
273.5518217086792,479.5303735882044,-3.861161048616131,780.3219562465753,242.27932237152433,2.578746624428325
255.03695011138916,491.80080369114876,-3.8054792284133847,801.8523965896686,276.72291040266157,2.646098577134849
237.296462059021,505.3739883005619,-3.75942487711819,800.1179873336744,295.7850087512839,2.7022415649341567
221.71437740325928,514.8688852787018,-3.717179517018698,784.8915528608007,285.72162951430977,2.7484034554098313
205.39391040802002,524.5486944913864,-3.675345172624682,776.7969351354533,286.8409530426238,2.7867905744317247
188.95220756530762,533.6148664355278,-3.642906280909172,762.0785891819443,292.45790935064315,2.8223593059548557
172.4414825439453,541.7954549193382,-3.6158909016095095,762.5572579059899,304.74013343026564,2.8508068400217157
156.33225440979004,550.3067374229431,-3.5878829444668336,775.2687076422404,319.74280891732155,2.877188628215155
139.9853229522705,556.3054084777832,-3.572404075456153,757.3357283531504,298.79261770131194,2.9050269484023077
123.84402751922607,564.9170354008675,-3.5524887650418773,775.3360133884102,321.77625040008843,2.9236859035823017
106.59682750701904,570.3363120555878,-3.545460144694658,729.1820767230247,337.73669781762857,2.933260889320992
90.24381637573242,577.1436542272568,-3.5417146321551463,681.6302305424116,335.6328477262204,2.9373816752882687
72.4714994430542,584.6327692270279,-3.539203455144464,659.3022357600931,319.2972432122795,2.9413456935979987
57.28292465209961,590.5326753854752,-3.540199839611768,642.4498572087932,326.8736122121538,2.952577071290144
39.71254825592041,596.9868898391724,-3.542406777287579,615.8303586839996,339.4534302473652,2.949068338294242
23.862481117248535,603.2087206840515,-3.550992117628705,560.2548477809546,333.03797679067844,2.9414631374214952
8.515238761901855,609.2192679643631,-3.5641918550063076,527.5455113071412,321.8884155481448,2.9259525313870642
-5.333662033081055,614.7757172584534,-3.587308273446624,512.1547222414738,315.3389628080539,2.9074853581613365
-18.017888069152832,619.5853799581528,-3.6174844998765736,436.77807771829123,286.30156693836136,2.8696041656418645
-34.038424491882324,626.6846358776093,-3.646426126296135,345.46027953910766,279.7941593278381,2.8168289015980403
-47.336578369140625,631.5046697854996,-3.6768075840564287,264.903569354071,274.3827840552675,2.791063868791849
-59.87107753753662,641.4851546287537,-3.7139906425038918,264.903569354071,274.3827840552675,2.791063868791849
-72.85261154174805,648.2525616884232,-3.753528242523742,102.15318507378429,274.4279107109188,2.7233035773495757
-86.30168437957764,655.3547382354736,-3.8055180291947317,45.47415295120875,282.23140219285045,2.706135685215622
-97.23186492919922,664.0421897172928,-3.857638518114735,-41.55284231869891,267.87873786662004,2.6454506746121735
-109.81708765029907,673.2805669307709,-3.9135721735586677,7.867843581853223,233.3474854283663,2.5917878414578683
-120.64075469970703,682.8908622264862,-3.9716229073413434,98.0375332375082,231.9742383961244,2.553196096252455
-130.32007217407227,692.9650753736496,-4.034454617668144,123.42448594674192,243.2396621573543,2.511599634968599
-139.72604274749756,702.9104828834534,-4.100202944993857,142.77941408869125,249.70472676178912,2.4414307579216827
-148.2270359992981,713.6386334896088,-4.172679557713895,101.07084133167906,257.8679903294762,2.372471235550395
-155.82305192947388,726.3078987598419,-4.238897687698422,91.23499523949174,257.65612647275645,2.327937583012905
-163.0224585533142,739.0289902687073,-4.314786746334878,52.32645379907688,215.30550861244998,2.2422711453455393
-167.98007488250732,749.3638396263123,-4.386460262739641,40.371012630020424,242.581253932923,2.1465981988473564
-172.91522026062012,762.2063457965851,-4.462837764099725,45.502929683773175,275.33360451380537,2.1055107516536995
-176.5630841255188,775.058776140213,-4.538418288304988,29.221850262802196,342.1541374306865,2.04722181633188
-179.62634563446045,788.945883512497,-4.617583193967203,50.02330953456341,393.3371131414097,1.9532158741458205
-181.6374659538269,802.340418100357,-4.6952601386685515,63.08264278608641,378.96328245606884,1.8834450137510421
-181.7571520805359,814.6920502185822,-4.767350336759673,-30.763907567928047,428.8148518536892,1.786767903280327
-182.51359462738037,826.067864894867,1.4341374441484902,-20.537522023133672,501.2373258312327,1.7055173063157691
-181.39749765396118,841.3607776165009,1.3460708690640728,2.3636801645170586,500.83118171179353,1.6424805889797398
-179.40980195999146,855.6521236896515,1.2728412652276937,38.14036146226322,478.89678828457966,1.4903502237701074
-176.54836177825928,869.058221578598,1.1952711888398921,24.4829388784742,500.4191405423597,1.409309271098515
-171.80484533309937,882.1569383144379,1.1199476169785125,4.104203766006515,551.5501993694609,1.342075178054595
-166.262686252594,895.5552279949188,1.049824007161607,19.439365486635463,608.8952457123648,1.2764095750656386
-159.69836711883545,908.7102115154266,0.9777726419015047,13.898041471610055,625.6621202019725,1.1955975046290375
-152.32551097869873,920.2694594860077,0.9132638986772523,-7.867255101805981,611.6905197269713,1.1392117989836315
-147.8806734085083,928.6189079284668,0.854516824285735,-22.75703936966442,605.7864992332378,1.0696542240771685
-137.66837120056152,942.0618712902069,0.7816148666737273,-34.328571016006286,630.1713258598805,1.0071727801104813
-127.46590375900269,952.3963630199432,0.7358864942004715,-36.77369300483886,653.4090854506386,0.9377753462260598
-115.8486008644104,963.9672935009003,0.6754303609914296,-25.858883776750226,654.0021255961882,0.9200418477347762
-104.07602787017822,974.1019904613495,0.6227427330692041,3.7990308057974667,689.0358784995021,0.8491757614555228
-92.49091148376465,984.3902885913849,0.5763618537457704,-17.41077491962039,702.9104874601393,0.8290678410983451
-78.55379581451416,992.4949109554291,0.539563151465634,-78.99674767348756,718.666875519271,0.7864969589046409
-66.06662273406982,1001.878947019577,0.49962198058053353,-84.34200569502975,727.9728635041412,0.7644796452330004
-52.8336763381958,1010.3788077831268,0.46766911926877297,-36.92787947148486,750.3849578779294,0.7345139142754862
-37.75501251220703,1017.2449052333832,0.4391192648234017,43.19209743788088,781.4792453505709,0.7032106750702694
-19.827723503112793,1026.961237192154,0.4101655193680638,135.4249370416948,821.7365973541935,0.71071137697112
0.29850006103515625,1035.7466638088226,0.391780417051915,219.19397162211385,866.4032228562187,0.705449310558453
15.085339546203613,1042.6693856716156,0.38058497179375195,287.1659615900677,932.2368024820115,0.7302153282957694
32.61065483093262,1050.3948032855988,0.37062398969980714,354.1453399830924,997.7322604645502,0.8076301305400376
49.48723316192627,1056.9529831409454,0.37148711299750214,372.99278101945606,1015.3770144164653,0.7875770722121609
66.35046005249023,1064.2819702625275,0.3710544094540218,366.33313300281657,1008.2197466208345,0.705442889380358
83.56630802154541,1072.1714198589325,0.3672702106879533,367.79083419806267,1021.1886625512811,0.6719158876738115
100.22079944610596,1079.052895307541,0.36046138884975654,371.8041392716182,1023.7194715333148,0.6495215210573919
