x_true_pose[mm],y_true_pose[mm],theta_true[rad],x_pose[mm],y_pose[mm],theta[rad],p_err[mm],a_err[mm]
-0.00011920928955078125,0.0029206275939941406,-4.532531331125078e-05,-909.6391690312219,964.064854903961,-0.4925137584682431,1325.4654330014184,28.216362763198095
0.0022649765014648438,0.005662441253662109,-8.776372032204272e-05,-736.1802047178894,794.9965070722525,-0.27187295138714457,1083.5013021369386,15.572144187479962
-0.0008344650268554688,0.00432133674621582,-7.823985662813726e-05,-495.4143879858861,519.7597685023586,-0.11033841297746383,718.0392147163628,6.317442568205688
-0.00011920928955078125,0.003993511199951172,-6.653089196539952e-05,-346.43982122981924,377.6014565393384,-0.03603408456506286,512.445422675781,2.060789024878746
-0.000476837158203125,0.008225440979003906,-3.251207225551944e-05,-286.6333891752918,320.0282587390311,-0.013940369410707082,429.6175603342193,0.7968615275633246
-0.0022649765014648438,0.006496906280517578,5.841397586303643e-05,-227.39871921994862,245.0048740095807,0.01048835239454359,334.2653918456756,0.5975914519717475
-0.012278556823730469,0.003606081008911133,-2.267802175404121e-05,-189.32656689725476,192.8679643063725,0.02430318851554325,270.25277138916675,1.393769485585653
-0.0022649765014648438,0.005990266799926758,-2.5141091864355758e-05,-169.42482522010994,148.30504660448327,0.02741943817884336,225.1590860483905,1.572458562723779
-0.0019073486328125,0.0019669532775878906,7.186460831087871e-06,-141.51538090013935,116.62729448393797,0.03071235577170656,183.37810724905728,1.7592766107477829
-0.0010728836059570312,0.0030994415283203125,-2.7660074509494592e-05,-157.91496630279065,121.73906967948079,0.030546391236799416,199.39018076269772,1.7517641027544208
-0.0022649765014648438,0.005334615707397461,-4.134213843220991e-05,-156.0809643447062,88.89610049548423,0.018298904453360968,179.61661575467826,1.0508187249389416
-0.0027418136596679688,0.004172325134277344,-2.4228794586411695e-05,-141.19461241960676,39.46413174022295,0.031015490847571547,146.6022943962575,1.778444932764973
-0.0054836273193359375,0.00762939453125,-3.9054753605549664e-05,-140.4184767724832,31.119142286799747,0.0422016783806244,143.81840938638425,2.4202157321297904
-0.004887580871582031,0.011563301086425781,-6.059035738248397e-06,-107.24772740745136,-11.223168276180175,0.02692217879934931,107.82970781599418,1.542874377675018
-0.011563301086425781,0.005602836608886719,-4.982872402892191e-05,-97.76302506785747,-10.512140833380673,0.04784178796766418,98.31567123021694,2.743987510492301
-0.0064373016357421875,0.006377696990966797,-8.102551634747712e-06,-104.0189633249997,11.851682062496161,0.03912619182281512,104.68484515569779,2.242229901878537
-0.012516975402832031,0.012218952178955078,-2.5584239385478824e-05,-104.0189633249997,11.851682062496161,0.03912619182281512,104.67814370255203,2.24323152880542
-0.010251998901367188,0.005125999450683594,-2.4364075673855012e-05,-104.67039215877851,11.460276481635146,0.04404679362524736,105.28516234899682,2.525091334518262
-0.009775161743164062,0.006586313247680664,-1.525940834601336e-05,-110.21376116382694,-13.027647325406374,0.046028087218390565,110.97211261075684,2.638089436369922
-0.003933906555175781,0.009864568710327148,2.3597175595746478e-05,-97.88288302331543,-17.062244342044316,0.03282481632602018,99.35665847270636,1.879371420203012
-0.0029802322387695312,0.005990266799926758,-3.857555535824453e-05,-84.59399799011926,-24.445213535639358,0.04409948577066477,88.05397011323495,2.5289246298707204
-0.003337860107421875,0.0065267086029052734,-3.0479685536599632e-05,-79.59150748450013,-29.41052276653428,0.05308011214266318,84.85068970835638,3.0430127591978464
-0.010609626770019531,0.005930662155151367,-4.4678272202780533e-05,-79.59150748450013,-29.41052276653428,0.05308011214266318,84.84366232173578,3.043826278288869
-0.001430511474609375,0.005334615707397461,-5.796924997780728e-05,-77.01704124762377,-36.2184908464581,0.04660507102048858,85.10916418444891,2.6735952667467235
-0.011682510375976562,0.0011324882507324219,-5.919916485419563e-05,-100.75769395942451,-28.60949720096032,0.03145516168364159,104.7297806457408,1.8056398706711285
-0.0054836273193359375,0.0021457672119140625,2.7707015153310977e-05,-89.7594139587436,-26.71235296193419,0.04423950024279418,93.64524788950963,2.5331491566488977
-0.007510185241699219,-0.0011622905731201172,1.1598341052243555e-05,-82.21245517593022,-35.86082561678369,0.047685588469529465,89.68594335118127,2.7315184269100943
-0.05555152893066406,0.015497207641601562,-1.4143925433307558e-05,-65.18376837115225,-41.50180099489442,0.04312829036512271,77.2358121539855,2.4718794027693396
12.041807174682617,1.491636037826538,0.005527039855239391,-64.6956459364503,-42.03455112872042,0.04664029724551777,88.22225161058066,2.3556161304979923
35.92097759246826,1.609891653060913,0.018063277132004174,-56.067028613972575,-43.12136290326943,0.055249041076797074,102.287234883046,2.1305873320063804
50.176262855529785,2.986311912536621,0.0207401901308375,-36.41612452123525,-30.033935058480772,0.05903665681263956,92.67458260836528,2.1942259111306344
65.36591053009033,3.470480442047119,0.04467681164127746,-43.8334892804179,-21.49765503321575,0.057555382670014914,112.01748393927755,0.737887766106111
75.65391063690186,3.939330577850342,0.06592031982016788,-54.77587374460731,-24.45380686732387,0.07605512954594564,133.4844519327533,0.5806818234552044
96.3587760925293,4.9367547035217285,0.1062782284255861,-27.08263736078944,-26.59232188754063,0.10586328486544093,127.40433754797463,0.02377451473245092
114.11869525909424,7.127523422241211,0.13197398206701094,-25.181234686317655,-27.454255321215143,0.13822219505057007,143.52828955943852,0.35799623345678194
131.34288787841797,10.07571816444397,0.17258314316208834,-7.562057606356875,-28.206127875270134,0.16588616533638745,144.08359940096113,0.3837085649053596
148.95319938659668,13.511985540390015,0.21466620439191653,2.1901106755199393,-25.182276425097587,0.20115077315250282,151.7782926411717,0.7743771683176726
166.57137870788574,20.141273736953735,0.2557274976832087,19.44814006184181,-28.67922677069491,0.25357775013714134,155.01189831596193,0.12317146140826396
186.6433620452881,25.135576725006104,0.31885522750730355,24.51383434569139,-29.724982876256103,0.29773958589880817,171.15976382274528,1.2098371458776185
203.51004600524902,31.909257173538208,0.369727288410572,24.51383434569139,-29.724982876256103,0.29773958589880817,189.3103888723195,4.1245915307673835
220.96097469329834,39.36690092086792,0.4320391195343154,10.685155477686227,-23.572180809546374,0.35767009711963293,219.4931619797404,4.261031110875123
238.41369152069092,47.73437976837158,0.4971789946537801,-17.111231114188037,-5.755254696636697,0.38939064673682894,261.0634541309087,6.175817416329042
254.97925281524658,57.84162878990173,0.5633262056470048,-41.92630613807398,26.887048260167774,0.4090025796956331,298.51481871618284,8.84209244616918
270.6596851348877,69.34389472007751,0.6315311704521016,-0.7568994839378863,24.256347903628455,0.557580077505066,275.1360559506398,4.23708551624481
285.66229343414307,81.6861093044281,0.7015448793261769,-0.7568994839378863,24.256347903628455,0.557580077505066,292.12006361494184,8.248575542786964
298.3553409576416,91.55583381652832,0.7730352574162294,32.43895509915798,34.80462187346568,0.6120092272139319,271.90480746953403,9.226111922337768
310.7583522796631,105.36691546440125,0.8663012753497936,100.10503357393407,41.4805582083912,0.7180591620126368,220.12788856748705,8.4936474403191
325.8908987045288,122.21494317054749,0.9511000184605773,378.72558078390387,27.205455122194362,0.8814852763438493,108.71203452074103,3.9886309151801345
337.557315826416,139.44867253303528,1.0302589384229441,662.3703125769529,62.2483837280058,1.0430246281488713,333.8612997183774,0.7314201438691438
346.8761444091797,156.00797533988953,1.1070777774436973,762.6155441215727,110.84385902577914,1.2274751935034531,418.18542044846015,6.898263804504608
355.3905487060547,174.99342560768127,1.1903336209026145,731.8571467892666,125.73512644561907,1.312210505074412,379.6754923730077,6.983031083248777
363.1390333175659,193.79249215126038,1.2784952861506689,730.9720161127184,134.46563118420445,1.3952512157572636,372.58660693076894,6.689621999584413
368.655800819397,213.35424482822418,1.3637924591693062,732.6285670758605,129.3471525639487,1.4672035937927252,373.54165246606794,5.925021568581087
369.4525957107544,235.73404550552368,1.444179922069221,765.3183504892332,108.64779836542473,1.5582215329213394,415.7650899468221,6.534102990699705
372.24137783050537,257.43086636066437,-4.755202576190378,785.5218548835978,122.74777592173824,1.6585849010600497,434.67262113389614,7.482953140309
372.5697994232178,278.16152572631836,-4.670186791127285,787.3746136152898,159.20129621979711,1.7332044643623632,431.5258625866631,6.887293510534264
370.1739311218262,298.75126481056213,-4.588575821692125,738.3910532328155,157.6309111447735,1.807175248216698,394.33336561145376,6.449543122056245
367.0996427536011,319.26020979881287,-4.505382898586735,716.7028819236726,168.35490582516096,1.8907559955329747,380.7818740507307,6.471763812533062
362.2457981109619,339.1662761569023,-4.424213524091105,748.6247322746607,163.81675105244628,1.9786766162543619,424.3066541074204,6.858581727722544
355.85784912109375,358.63662511110306,-4.344965886763089,758.5292905733484,173.07231924114353,2.0589952751495098,443.3716289685622,6.919946743286727
347.5615978240967,377.49800831079483,-4.268417588122645,765.8466332826504,196.35074304276134,2.137243108291438,455.82529833550353,7.017322897358649
337.9005193710327,395.9769867360592,-4.193520289283834,789.0897543181396,203.4925468181908,2.22486790686395,490.53234892578814,7.74655491585357
326.68960094451904,413.4887307882309,-4.123287993648141,777.529284884138,206.76392899896177,2.2953260865177794,495.97536661571013,7.759497116752241
314.18347358703613,429.7355953603983,-4.05320550776036,790.4136674822118,242.94859331187084,2.3697623013674844,511.55115258565615,8.008947411414397
301.2009859085083,445.67203335464,-3.9833815290357166,827.208465848494,242.13097349211085,2.456252291939639,564.0149217908832,8.96383955159182
285.9121561050415,463.82969059050083,-3.9168545130816628,800.6568471371615,231.06675485319212,2.522117179554252,564.9253766638592,8.92590239224587
273.5518217086792,479.5303735882044,-3.861161048616131,780.3219562465753,242.27932237152433,2.578746624428325,559.5569949191745,8.97953011936216
255.03695011138916,491.80080369114876,-3.8054792284133847,801.8523965896686,276.72291040266157,2.646098577134849,587.5930842757206,9.64817945818709
237.296462059021,505.3739883005619,-3.75942487711819,800.1179873336744,295.7850087512839,2.7022415649341567,600.579394968721,10.226215750914388
221.71437740325928,514.8688852787018,-3.717179517018698,784.8915528608007,285.72162951430977,2.7484034554098313,608.010687225715,10.450616411804418
205.39391040802002,524.5486944913864,-3.675345172624682,776.7969351354533,286.8409530426238,2.7867905744317247,618.8750980709528,10.253104946951398
188.95220756530762,533.6148664355278,-3.642906280909172,762.0785891819443,292.45790935064315,2.8223593059548557,621.7962103900437,10.43243155848013
172.4414825439453,541.7954549193382,-3.6158909016095095,762.5572579059899,304.74013343026564,2.8508068400217157,635.9495685802724,10.514487982250094
156.33225440979004,550.3067374229431,-3.5878829444668336,775.2687076422404,319.74280891732155,2.877188628215155,660.4862286739298,10.421315364683604
139.9853229522705,556.3054084777832,-3.572404075456153,757.3357283531504,298.79261770131194,2.9050269484023077,668.905344919681,11.12945975419346
123.84402751922607,564.9170354008675,-3.5524887650418773,775.3360133884102,321.77625040008843,2.9236859035823017,695.3842455668436,11.057475901699899
106.59682750701904,570.3363120555878,-3.545460144694658,729.1820767230247,337.73669781762857,2.933260889320992,664.6164104842758,11.203371891729391
90.24381637573242,577.1436542272568,-3.5417146321551463,681.6302305424116,335.6328477262204,2.9373816752882687,638.7999377878054,11.224873475303726
72.4714994430542,584.6327692270279,-3.539203455144464,659.3022357600931,319.2972432122795,2.9413456935979987,644.0289236143989,11.30811515004147
57.28292465209961,590.5326753854752,-3.540199839611768,642.4498572087932,326.8736122121538,2.952577071290144,641.8227485460791,12.008714314667651
39.71254825592041,596.9868898391724,-3.542406777287579,615.8303586839996,339.4534302473652,2.949068338294242,631.0588041551827,11.934126937036586
23.862481117248535,603.2087206840515,-3.550992117628705,560.2548477809546,333.03797679067844,2.9414631374214952,600.5905442737092,11.990284791908913
8.515238761901855,609.2192679643631,-3.5641918550063076,527.5455113071412,321.8884155481448,2.9259525313870642,593.2549557893436,11.857881770863562
-5.333662033081055,614.7757172584534,-3.587308273446624,512.1547222414738,315.3389628080539,2.9074853581613365,597.8767412894384,12.124263899580892
-18.017888069152832,619.5853799581528,-3.6174844998765736,436.77807771829123,286.30156693836136,2.8696041656418645,563.8417069688488,11.682801861359884
-34.038424491882324,626.6846358776093,-3.646426126296135,345.46027953910766,279.7941593278381,2.8168289015980403,514.1519902539795,10.317235015045387
-47.336578369140625,631.5046697854996,-3.6768075840564287,264.903569354071,274.3827840552675,2.791063868791849,474.3732192248314,10.581736681354336
-59.87107753753662,641.4851546287537,-3.7139906425038918,264.903569354071,274.3827840552675,2.791063868791849,490.1456127970968,12.712168999782259
-72.85261154174805,648.2525616884232,-3.753528242523742,102.15318507378429,274.4279107109188,2.7233035773495757,412.76130938775015,11.095127894777358
-86.30168437957764,655.3547382354736,-3.8055180291947317,45.47415295120875,282.23140219285045,2.706135685215622,395.7093569828823,13.090275486399152
-97.23186492919922,664.0421897172928,-3.857638518114735,-41.55284231869891,267.87873786662004,2.6454506746121735,400.0570386096224,12.599564540389443
-109.81708765029907,673.2805669307709,-3.9135721735586677,7.867843581853223,233.3474854283663,2.5917878414578683,455.401865651995,12.729673073609346
-120.64075469970703,682.8908622264862,-3.9716229073413434,98.0375332375082,231.9742383961244,2.553196096252455,501.1446849580704,13.84459099267974
-130.32007217407227,692.9650753736496,-4.034454617668144,123.42448594674192,243.2396621573543,2.511599634968599,516.3712308683499,15.06128113974972
-139.72604274749756,702.9104828834534,-4.100202944993857,142.77941408869125,249.70472676178912,2.4414307579216827,534.0456820572873,14.808002297597042
-148.2270359992981,713.6386334896088,-4.172679557713895,101.07084133167906,257.8679903294762,2.372471235550395,519.4962086563595,15.009516730746622
-155.82305192947388,726.3078987598419,-4.238897687698422,91.23499523949174,257.65612647275645,2.327937583012905,529.7850152078379,16.25194576940847
-163.0224585533142,739.0289902687073,-4.314786746334878,52.32645379907688,215.30550861244998,2.2422711453455393,566.2697584098147,15.691743216237588
-167.98007488250732,749.3638396263123,-4.386460262739641,40.371012630020424,242.581253932923,2.1465981988473564,547.940475626441,14.316677161165398
-172.91522026062012,762.2063457965851,-4.462837764099725,45.502929683773175,275.33360451380537,2.1055107516536995,533.6211712716616,16.338648323689714
-176.5630841255188,775.058776140213,-4.538418288304988,29.221850262802196,342.1541374306865,2.04722181633188,479.32647062042304,17.329383387786358
-179.62634563446045,788.945883512497,-4.617583193967203,50.02330953456341,393.3371131414097,1.9532158741458205,457.43334302800355,16.479054631370587
-181.6374659538269,802.340418100357,-4.6952601386685515,63.08264278608641,378.96328245606884,1.8834450137510421,489.0154707246357,16.93203989461166
-181.7571520805359,814.6920502185822,-4.767350336759673,-30.763907567928047,428.8148518536892,1.786767903280327,414.36719477582096,15.523313584003002
-182.51359462738037,826.067864894867,1.4341374441484902,-20.537522023133672,501.2373258312327,1.7055173063157691,362.97538098976827,15.548920747027084
-181.39749765396118,841.3607776165009,1.3460708690640728,2.3636801645170586,500.83118171179353,1.6424805889797398,386.947769292262,16.983025957822544
-179.40980195999146,855.6521236896515,1.2728412652276937,38.14036146226322,478.89678828457966,1.4903502237701074,435.0547739782175,12.462345330766299
-176.54836177825928,869.058221578598,1.1952711888398921,24.4829388784742,500.4191405423597,1.409309271098515,419.89088572030266,12.263478768493027
-171.80484533309937,882.1569383144379,1.1199476169785125,4.104203766006515,551.5501993694609,1.342075178054595,374.4927360988245,12.726971763193946
-166.262686252594,895.5552279949188,1.049824007161607,19.439365486635463,608.8952457123648,1.2764095750656386,341.5540915614884,12.982396739475938
-159.69836711883545,908.7102115154266,0.9777726419015047,13.898041471610055,625.6621202019725,1.1955975046290375,332.04206822583546,12.48044530730414
-152.32551097869873,920.2694594860077,0.9132638986772523,-7.867255101805981,611.6905197269713,1.1392117989836315,340.71857852750685,12.945861077398204
-147.8806734085083,928.6189079284668,0.854516824285735,-22.75703936966442,605.7864992332378,1.0696542240771685,346.232130079012,12.326465023467813
-137.66837120056152,942.0618712902069,0.7816148666737273,-34.328571016006286,630.1713258598805,1.0071727801104813,328.5647982225276,12.923516475703167
-127.46590375900269,952.3963630199432,0.7358864942004715,-36.77369300483886,653.4090854506386,0.9377753462260598,312.4395449359477,11.567379151807414
-115.8486008644104,963.9672935009003,0.6754303609914296,-25.858883776750226,654.0021255961882,0.9200418477347762,322.763929979348,14.015205810814045
-104.07602787017822,974.1019904613495,0.6227427330692041,3.7990308057974667,689.0358784995021,0.8491757614555228,304.7945479718915,12.973656868902024
-92.49091148376465,984.3902885913849,0.5763618537457704,-17.41077491962039,702.9104874601393,0.8290678410983451,291.32096620630676,14.478986532988888
-78.55379581451416,992.4949109554291,0.539563151465634,-78.99674767348756,718.666875519271,0.7864969589046409,273.82839370155756,14.148264985351263
-66.06662273406982,1001.878947019577,0.49962198058053353,-84.34200569502975,727.9728635041412,0.7644796452330004,274.5150855766121,15.175226356277639
-52.8336763381958,1010.3788077831268,0.46766911926877297,-36.92787947148486,750.3849578779294,0.7345139142754862,260.47993466386504,15.289080538918293
-37.75501251220703,1017.2449052333832,0.4391192648234017,43.19209743788088,781.4792453505709,0.7032106750702694,249.2747098870031,15.1313232128035
-19.827723503112793,1026.961237192154,0.4101655193680638,135.4249370416948,821.7365973541935,0.71071137697112,257.3335217239717,17.220009190794944
0.29850006103515625,1035.7466638088226,0.391780417051915,219.19397162211385,866.4032228562187,0.705449310558453,276.75337118744386,17.971903762463093
15.085339546203613,1042.6693856716156,0.38058497179375195,287.1659615900677,932.2368024820115,0.7302153282957694,293.63790682012575,20.03234381721996
32.61065483093262,1050.3948032855988,0.37062398969980714,354.1453399830924,997.7322604645502,0.8076301305400376,325.8188103413879,25.038607491444846
49.48723316192627,1056.9529831409454,0.37148711299750214,372.99278101945606,1015.3770144164653,0.7875770722121609,326.16621632226025,23.840198560770503
66.35046005249023,1064.2819702625275,0.3710544094540218,366.33313300281657,1008.2197466208345,0.705442889380358,305.17630476508765,19.15904861757411
83.56630802154541,1072.1714198589325,0.3672702106879533,367.79083419806267,1021.1886625512811,0.6719158876738115,288.76084018259235,17.45491153819543
100.22079944610596,1079.052895307541,0.36046138884975654,371.8041392716182,1023.7194715333148,0.6495215210573919,277.16294531801645,16.561925600991103
113.91866207122803,1085.0825607776642,0.34645866562442573,392.8605274814414,1046.9322364865977,0.605567367230595,281.53865013891635,14.845835037148115
130.74219226837158,1091.94877743721,0.3264972023804451,398.48321783114574,1049.5703282982786,0.6057261557115843,271.07414063467417,15.998640543729707
146.18420600891113,1097.0490276813507,0.30401505514226757,381.99968998143004,1066.4398823049364,0.6375859544519686,237.79373890384034,19.112204698829217
161.71801090240479,1100.2422869205475,0.27572038268041354,373.63209703661585,1098.6582368229801,0.716051045287772,211.92000640998816,25.22908855760065
177.01101303100586,1106.720894575119,0.23395344072727564,367.38427735542405,1089.849129296747,0.6471827189925592,191.1194292403137,23.676293615837828
192.24417209625244,1111.128956079483,0.19598909656486962,400.0382882557775,1074.6060132940822,0.6700204450750777,210.9794304197067,27.15999562652997
208.7315320968628,1116.3588464260101,0.15031626056640457,393.9224974157583,1076.185432994683,0.7371428801333564,189.4982764630557,33.62268860711551
225.05712509155273,1117.904931306839,0.10290265243537844,390.5095930604519,1103.7524659471449,0.6217870501515242,166.05665127527095,29.729886044322807
241.42706394195557,1120.7318603992462,0.04926859975137998,404.4976312992549,1147.2921905367077,0.4994496831209389,165.21943310410688,25.79347609370278
256.746768951416,1122.0687925815582,-0.007571229201325025,425.8456950817847,1143.5915247510623,0.3537224201675339,170.46311864589387,20.700601273715016
271.61383628845215,1122.0705211162567,-0.06872220403676144,444.45005114664764,1144.4060765085098,0.3851449220154743,174.27344663255136,26.00467078252524
286.87429428100586,1121.9524443149567,-0.1346659910913406,464.66202514773715,1118.1619533894832,0.23190768246192908,177.82813351153797,21.003124375208753
301.71477794647217,1120.6463277339935,-0.20475895593398508,497.7520004143005,1052.6542508386642,0.09054763087639749,207.49340980725432,16.919821086648586
315.0695562362671,1117.9929673671722,-0.27062393466372603,513.5497347186363,1054.3519804531713,0.026399403865441918,208.43357806692558,17.018183714606817
332.6435089111328,1113.3731305599213,-0.35715182866333506,517.4318260632828,1080.5758099662164,-0.036137838588977275,187.67628085096374,18.3927467959152
343.1253433227539,1110.3244721889496,-0.42324535512231853,543.0243185626265,1080.8989592702646,-0.09242430194502249,202.05311458247527,18.954650121132037
353.42633724212646,1106.2458455562592,-0.511090823292184,553.000235005802,1072.2833369884436,-0.16185491924763368,202.4430602831447,20.009743356188533
361.2396717071533,1103.1562983989716,-0.5967921007697119,565.6822763015047,1075.7426992995047,-0.3518504996348389,206.27235391323913,14.034119972205037
376.61266326904297,1095.7219302654266,-0.6845259099054087,618.2126684432491,1057.776558114671,-0.45529265632631294,244.56167681759905,13.134097954134361
387.74216175079346,1085.6070816516876,-0.7582730240541175,669.5125933044777,1052.9671248387035,-0.5319839896008616,283.65461899765165,12.965406624262037
398.23460578918457,1076.9214928150177,-0.8477259813023322,655.3892697309133,1039.6718049384576,-0.6132705418894777,259.8385276164498,13.433307162241743
408.31267833709717,1066.6818916797638,-0.9371299175081454,657.0954190073645,1056.4291669351887,-0.7163172569203872,248.99391643190305,12.651633514733282
418.0189371109009,1055.8176338672638,-1.0212763136046212,669.3217747449152,1077.9143817262232,-0.8040630940974909,252.27243699788167,12.445400732207293
424.86560344696045,1042.0627892017365,-1.1025026512268554,655.1945557358781,1014.208875594192,-0.9054273380528028,232.00704033663948,11.291583691092164
432.0492744445801,1028.324156999588,-1.1933065033486527,708.9549905793183,981.4716406438273,-0.9915078457506652,280.8414747094151,11.562211391770289
436.9320869445801,1016.2138640880585,-1.2744548180617774,717.0677082507766,992.1766692590892,-1.0946460903687083,281.1649925930584,10.302281216429947
441.64347648620605,1004.7166049480438,-1.3573600834948165,732.4606217168873,1022.1111859304075,-1.171280988639502,291.33688988467486,10.661546790824037
445.560097694397,989.4993603229523,-1.4479581058505846,804.7325311256417,993.5995025600931,-1.237948847292241,359.19583530893937,12.032644174064748
448.2271671295166,975.069135427475,-1.5306616780611406,778.0403179719707,985.1217900573797,-1.357461375620516,329.96631696846805,9.9236463402372
449.5885372161865,959.8524272441864,-1.612952297177523,825.2561193171317,963.3338046815356,-1.4431675338360255,375.68371302257924,9.727950365095303
449.21350479125977,943.6948895454407,-1.6904297534482176,869.1857727382188,901.7320427762713,-1.5058941178581569,422.0634861646825,10.573113089074624
450.8836269378662,939.8161470890045,-1.7609597826037868,863.7466075472094,856.8940065599407,-1.5738383071927127,421.1079697032017,10.72127079731556
447.90399074554443,924.1348803043365,-1.8429606965209575,822.961672459564,872.5030348770363,-1.7017354315896758,378.5949181842295,8.091611641179357
445.46258449554443,907.1047306060791,-1.9042074424303719,798.8276350257744,892.6043479662474,-1.7715076351791061,353.6624379728974,7.603138897697044
442.2498941421509,894.1004872322083,-1.971539835073294,803.0664814224954,879.4040696507278,-1.816962982074036,361.1157630820949,8.856601287271623
432.50977993011475,879.79856133461,-2.029461208209063,823.2899378168217,803.4987209505005,-1.8519209202911235,398.15926140252,10.172309191235403
427.3945093154907,864.5334839820862,-2.0842872634783727,820.4337696918195,778.2038195500347,-1.936432255907572,402.40858733148605,8.471467913681714
419.84260082244873,850.9249091148376,-2.1404364695241194,844.1385137766988,752.1783801646249,-1.990860024092981,435.6350522276597,8.570099037773092
411.20707988739014,837.2245728969574,-2.193219724479838,822.457464942917,731.1764287324635,-2.051738652707688,424.7035296404451,8.106268293531667
401.78632736206055,822.8410184383392,-2.238394579036958,806.043441893684,712.7109748796444,-2.095063186147862,418.98978644314724,8.212283884276609
391.94202423095703,808.6448311805725,-2.277474890827373,795.2660146573666,699.9103339081868,-2.1443819976255445,417.724110090094,7.6256610636501785
382.02929496765137,795.3363060951233,-2.3158579785372497,779.6603968482367,682.0228686831741,-2.1739052706092474,413.4615197099727,8.133291054727792
372.3585605621338,782.3067009449005,-2.3575533678120117,780.5425492099106,639.8908935862328,-2.21318649002722,432.3151984073999,8.271612798549532
363.76941204071045,767.5353288650513,-2.387299482176573,767.3610959275657,633.3346837210519,-2.2499534554393152,425.31877510838024,7.869347664935828
348.6204147338867,755.7329535484314,-2.4004144408844854,779.3205067688091,620.9099497674908,-2.26238771031729,451.3089979464248,7.9083491214896595
335.0048065185547,742.0347034931183,-2.416759882205641,746.5178817895704,630.2743106829521,-2.290706910006941,426.4192731574071,7.2223033020654
320.75512409210205,728.622704744339,-2.4268969482666343,748.211564417379,621.1600228468196,-2.293842646426686,440.7575709799714,7.623449941488773
306.5781593322754,715.7469391822815,-2.4314580554024245,764.802023390395,593.8609125740718,-2.29819908095045,474.15747708402876,7.635176818339817
292.0880317687988,702.7508467435837,-2.4323115521109777,774.9354380107039,574.6473200594525,-2.2960507769448575,499.5519304971679,7.807167330199708
277.80771255493164,689.5650029182434,-2.431085561315279,780.7680290724849,586.9970091688937,-2.2846220512051434,513.3120623297333,8.391740981982439
