Run,Mean Position Error,Mean Angle Error
1,97.7905,3.8888
2,97.0305,3.9659
3,97.3006,3.9885
4,95.1382,4.2257
5,99.9172,3.9149
6,98.7352,3.9184
7,93.2401,3.9239
8,97.8829,4.1139
9,97.3160,3.8046
10,97.4495,4.2145

Average,97.1801,3.9959
