Run,Mean Position Error,Mean Angle Error
1,158.9121,4.9074
2,158.9121,4.9074
3,158.9134,4.9067
4,174.4333,3.8363
5,158.9107,4.9078
6,158.9106,4.9043
7,158.9098,4.9071
8,158.9122,4.9049
9,158.9111,4.9064
10,158.9132,4.9056

Average,160.4638,4.7994
