Run,Mean Position Error,Mean Angle Error
1,64.1348,3.6616
2,64.1597,3.6604
3,64.1689,3.6571
4,64.1631,3.6659
5,64.1406,3.6657
6,64.1513,3.6608
7,64.1547,3.6622
8,64.1755,3.6591
9,64.1471,3.6620
10,64.1480,3.6612

Average,64.1544,3.6616
