Run,Mean Position Error,Mean Angle Error
1,83.6008,5.1522
2,76.0820,5.6084
3,80.4259,4.7527
4,78.0013,4.1256
5,76.2283,4.1071
6,77.0941,4.4571
7,78.4165,4.4025
8,78.0152,4.3825
9,76.1766,4.5230
10,79.8603,4.3762

Average,78.3901,4.5887
