Run,Mean Position Error,Mean Angle Error
1,148.2534,3.5948
2,148.2480,3.5926
3,148.2480,3.5926
4,148.2480,3.5926
5,235.0696,3.9912
6,235.0672,3.9898
7,148.2480,3.5926
8,148.2623,3.5971
9,148.2446,3.5919
10,235.0672,3.9887

Average,174.2956,3.7124
