Run,Mean Position Error,Mean Angle Error
1,75.1670,3.5326
2,76.3818,3.5567
3,76.6947,3.5897
4,76.4240,3.5336
5,70.7647,3.6106
6,73.5409,3.5430
7,75.1678,3.5599
8,71.5878,3.5954
9,74.4715,3.4687
10,74.1521,3.5264

Average,74.4352,3.5517
