Run,Mean Position Error,Mean Angle Error
1,85.4715,4.1502
2,86.0689,4.1982
3,80.9438,4.0447
4,84.4126,4.2132
5,83.3014,4.1557
6,82.8987,4.0706
7,83.9321,4.0659
8,84.0486,4.0247
9,83.7152,4.2074
10,82.5216,4.1132

Average,83.7314,4.1244
