Run,Mean Position Error,Mean Angle Error
1,80.7967,4.5079
2,80.9531,4.4785
3,81.9049,4.5079
4,79.1614,4.4380
5,80.9656,5.1039
6,79.5015,4.4406
7,80.0750,4.5186
8,78.3242,4.4479
9,79.4478,4.4389
10,80.3533,4.5397

Average,80.1483,4.5422
