Run,Mean Position Error,Mean Angle Error
1,70.9874,4.1364
2,71.7410,3.4141
3,72.6307,3.4250
4,73.4730,3.1262
5,71.0953,3.2808
6,70.9472,3.2173
7,73.2341,3.2503
8,71.1868,3.2780
9,72.0683,3.2451
10,70.1198,3.2829

Average,71.7484,3.3656
