Algorithm,square1old,eight1old,square1old_pose_0,square1old_pose_1,eight1old_pose_0,eight1old_pose_1
mrpt,"140.14, 75.99","120.71, 75.73","156.57, 75.20","130.76, 76.30","142.48, 75.67","156.40, 75.53"
