Run,Mean Position Error,Mean Angle Error
1,1135.3395,86.7447
2,1135.3478,86.7418
3,1135.3378,86.7454
4,1135.3483,86.7496
5,1135.3530,86.7463
6,1135.3304,86.7461
7,1135.3254,86.7460
8,1135.3407,86.7477
9,1135.3462,86.7471
10,1135.3246,86.7460

Average,1135.3394,86.7461
