Run,Mean Position Error,Mean Angle Error
1,182.2566,9.5995
2,179.0959,5.6203
3,182.2730,9.5960
4,179.0866,5.6201
5,179.0905,5.6179
6,179.0974,5.6151
7,179.0853,5.6180
8,179.0886,5.6209
9,179.0947,5.6211
10,182.2634,9.5957

Average,180.0432,6.8125
