Run,Mean Position Error,Mean Angle Error
1,69.4789,3.7076
2,68.9981,3.6484
3,68.4117,3.7105
4,69.8080,4.3506
5,70.8213,3.7060
6,68.8588,3.7323
7,68.1531,3.7612
8,69.6327,3.7024
9,70.1662,3.7326
10,71.2878,3.7447

Average,69.5616,3.7796
