Run,Mean Position Error,Mean Angle Error
1,74.2979,3.3951
2,74.6269,3.2533
3,74.9672,3.6184
4,70.6103,3.6295
5,75.1614,3.2284
6,70.6664,3.3172
7,76.8656,3.6854
8,74.7573,3.3237
9,73.9989,3.5264
10,72.0123,3.2098

Average,73.7964,3.4187
