Run,Mean Position Error,Mean Angle Error
1,72.9246,3.5858
2,76.2989,3.6136
3,72.6570,3.4848
4,72.4161,3.5349
5,71.9332,3.5913
6,75.0468,3.4754
7,73.9074,3.4462
8,72.1099,3.2246
9,73.3288,3.3674
10,73.9401,3.5588

Average,73.4563,3.4883
