Run,Mean Position Error,Mean Angle Error
1,4394.1758,13.4929
2,4394.1582,13.4927
3,4394.1627,13.4917
4,4394.1598,13.4993
5,4394.1536,13.4964
6,4394.1639,13.4986
7,4394.1496,13.4952
8,4394.1698,13.4948
9,4394.1663,13.4917
10,4394.1634,13.4994

Average,4394.1623,13.4953
