Run,Mean Position Error,Mean Angle Error
1,134.4062,11.8446
2,134.3872,11.8509
3,134.4476,11.8550
4,134.4029,11.8466
5,134.4146,11.8500
6,134.3967,11.8472
7,134.4124,11.8478
8,134.4311,11.8469
9,134.4139,11.8490
10,134.3787,11.8410

Average,134.4091,11.8479
