Run,Mean Position Error,Mean Angle Error
1,74.6739,3.5135
2,78.6307,3.3283
3,71.9947,3.3858
4,74.7557,3.3363
5,71.7395,3.5730
6,73.6325,3.4267
7,75.0177,3.3673
8,72.7314,3.5151
9,75.6443,3.5519
10,72.9046,3.3564

Average,74.1725,3.4354
