400,9.137e-06,0.0198999,0.583149,7.95998
402,4.97e-06,0.0198994,0.645695,7.99955
399,1.4538e-05,0.0201431,0.640092,8.03709
402,1.407e-05,0.0198488,0.657158,7.97924
399,1.0695e-05,0.020033,0.640043,7.99316
399,1.1603e-05,0.0197755,0.643713,7.89042
399,1.4618e-05,0.0201675,0.622977,8.04683
403,9.818e-06,0.0198902,0.593067,8.01573
401,1.238e-05,0.0197874,0.606421,7.93476
401,1.098e-05,0.0196902,0.611922,7.89578
401,1.169e-05,0.019448,0.719208,7.79863
401,1.1695e-05,0.0198431,0.70714,7.95707
401,1.0844e-05,0.0200021,0.738626,8.02083
398,5.606e-06,0.0195029,0.710595,7.76217
398,1.2592e-05,0.0196967,0.740809,7.83929
405,1.1998e-05,0.0199342,0.734213,8.07334
398,9.867e-06,0.0203746,0.74464,8.10909
398,1.3346e-05,0.0194492,0.728072,7.74077
401,1.2648e-05,0.0197038,0.713554,7.90122
401,9.295e-06,0.01973,0.738892,7.91171
399,1.2583e-05,0.0195049,0.652693,7.78245
399,1.4257e-05,0.0196429,0.638495,7.83751
399,1.3946e-05,0.0194932,0.664632,7.77779
399,1.3452e-05,0.0194648,0.677998,7.76646
402,1.2102e-05,0.019631,0.674317,7.89165
399,1.0234e-05,0.0194946,0.644758,7.77833
402,9.34e-06,0.0194266,0.627882,7.80949
399,1.2443e-05,0.0194485,0.682619,7.75996
399,1.5177e-05,0.0198002,0.664851,7.90026
402,1.2909e-05,0.0196217,0.62163,7.88792
402,1.0866e-05,0.0191325,0.634055,7.69125
402,1.3264e-05,0.0195094,0.677986,7.8428
402,9.955e-06,0.019419,0.678063,7.80645
398,1.0424e-05,0.0193912,0.641828,7.71769
402,5.346e-06,0.0194505,0.637481,7.81909
402,9.665e-06,0.0193543,0.644339,7.78042
405,4.753e-06,0.0189582,0.607031,7.67807
398,1.3047e-05,0.0196328,0.634004,7.81386
399,1.1345e-05,0.0196545,0.624459,7.84216
402,9.848e-06,0.0192797,0.61283,7.75042
403,9.936e-06,0.0191307,0.554075,7.70969
400,8.667e-06,0.0193841,0.545293,7.75364
399,1.2344e-05,0.0195721,0.617652,7.80926
402,6.739e-06,0.0194063,0.572177,7.80133
403,1.3493e-05,0.0192977,0.562651,7.77697
403,1.2831e-05,0.0192833,0.580923,7.77117
399,1.0781e-05,0.0194794,0.65949,7.77228
402,9.102e-06,0.0194289,0.602371,7.81043
400,1.2325e-05,0.0194022,0.594242,7.76089
403,1.1824e-05,0.019354,0.58213,7.79965
282,1.2106e-05,0.0207312,0.618989,5.8462
282,1.0546e-05,0.0203598,0.631081,5.74145
282,3.605e-06,0.0209114,0.64077,5.89701
278,9.369e-06,0.0202904,0.617412,5.64073
281,1.406e-05,0.0204176,0.62535,5.73735
278,1.2582e-05,0.0210086,0.6577,5.84038
282,1.463e-05,0.0202276,0.65582,5.70417
282,1.3119e-05,0.0202466,0.652113,5.70953
279,1.0268e-05,0.0208297,0.641752,5.81148
281,1.339e-05,0.0202194,0.636602,5.68166
277,1.3434e-05,0.0213279,0.716347,5.90784
281,1.2191e-05,0.0208456,0.730715,5.85762
281,8.716e-06,0.020829,0.726526,5.85296
281,9.391e-06,0.0207608,0.729191,5.83377
281,9.916e-06,0.0209999,0.742262,5.90096
278,1.2081e-05,0.0209471,0.75292,5.82329
278,1.3754e-05,0.021073,0.740424,5.85829
281,1.2498e-05,0.0202648,0.7091,5.6944
281,5.174e-06,0.0207229,0.746609,5.82314
