Run,Mean Position Error,Mean Angle Error
1,679.1674,60.8432
2,74.1618,3.2438
3,1244.2030,74.5524
4,714.2947,64.9296
5,1459.1733,93.2801
6,1121.3337,82.0515
7,720.5678,64.4840
8,1323.7446,84.2117
9,1092.9489,76.5512
10,1255.1668,75.2386

Average,968.4762,67.9386
