Run,Mean Position Error,Mean Angle Error
1,80.3391,4.4672
2,79.9450,4.5168
3,77.9509,4.5200
4,81.0714,4.4521
5,81.9837,4.5176
6,79.2024,5.0242
7,80.9511,4.5523
8,79.6423,4.5188
9,80.0101,4.4814
10,79.8931,4.4961

Average,80.0989,4.5547
