Run,Mean Position Error,Mean Angle Error
1,564.0519,73.5731
2,564.0294,73.5667
3,564.0551,73.5800
4,564.0805,73.5756
5,564.0226,73.5750
6,564.0625,73.5720
7,564.0328,73.5722
8,564.0688,73.5750
9,564.0731,73.5727
10,564.0536,73.5726

Average,564.0530,73.5735
