Run,Mean Position Error,Mean Angle Error
1,99.7123,4.2153
2,94.9164,4.1075
3,98.6701,4.0619
4,97.4734,4.1735
5,97.9348,4.0508
6,96.3432,4.2190
7,97.7662,4.1201
8,95.7231,4.2456
9,96.1103,4.1387
10,98.4982,4.2746

Average,97.3148,4.1607
